Id,AegisName,Name,Category,Reason
1673,Half_BF_Staff4,Half BF Staff4,Weapons,Missing from active client itemInfo.lua
1674,Half_BF_Staff2,Half BF Staff2,Weapons,Missing from active client itemInfo.lua
1676,Baculum_Daemonicum,Baculum Daemonicum,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=¹ÙÄí·ë´ÙÀÌ¸ð´ÏÄñ)"
1688,Staff_of_Trust,Thunder Wand,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=½Å·ÚÀÇÁöÆÎÀÌ)"
1689,Staff_of_Trust2,[Rental] Hunting Wand,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Overfishing_Staff)"
1838,Half_BF_Knuckle1,Half BF Knuckle1,Weapons,Missing from active client itemInfo.lua
1843,Mirage_Claw,Mirage Claw,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¹Ì¶óÁêÅ©·Î)"
1857,Local01_Claw,Earth Dragon Claw,Weapons,Missing from active client itemInfo.lua
1858,Local02_Claw,Yinyang Claw,Weapons,Missing from active client itemInfo.lua
1859,Woe_Pist1_Z,Lesser Guild Member's Fist,Weapons,Missing from active client itemInfo.lua
1861,Variant_Claw,Abyss Claw,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=µ¥¸óÅ¬·Î)"
1868,Combo_Fist_J,Fierce Dragon Fighting,Weapons,Missing from active client itemInfo.lua
1869,Asura_Bandage_J,Fighting God's Vantage,Weapons,Missing from active client itemInfo.lua
1871,Bauxite_Knuckle_EXE,Bauxite Knuckle,Weapons,Missing from active client itemInfo.lua
1872,Knuckle_Of_Infinite,Knuckle of Infinite,Weapons,Missing from active client itemInfo.lua
1873,Comp_Iron_Nail_K,[Not For Sale] Iron Nail,Weapons,Missing from active client itemInfo.lua
1937,Ru_Gold_Violin,Ru Gold Violin,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ºû³ª´Â¹ÙÀÌ¿Ã¸°)"
1943,Erhu,Erhu,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÀÌÈ£)"
1945,Diva_Viollin,Diva Viollin,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ºû³ª´Â¹ÙÀÌ¿Ã¸°)"
1949,2nd_Job_Weapon12,Bard Guild Violin,Weapons,Missing from active client itemInfo.lua
1992,Ru_Gold_Whip,Ru Gold Whip,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ºû³ª´ÂÃ¤Âï)"
1999,Moonlight_Bell,Phantom Bell,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¿µÈ¯ÀÇ¹æ¿ï)"
2034,Avenger_Wizardy_Staff,Avenger Wizard Staff,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¾îº¥ÀúÀ§Àúµå½ºÅÂÇÁ)"
2041,Jirant_Staff,Flame Thunder Witch's Wand,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Áö¶õÆ®½ºÅÂÇÁ)"
2042,Neev_Wizardy_Staff,Neev Wizardy Staff,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Neev_Wizardy_Staff)"
2043,Neev_Arc_Wand,Neev Arc Wand,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Neev_Arc_Wand)"
2044,Neev_Holy_Stick,Neev Holy Stick,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Neev_Holy_Stick)"
2045,Neev_Divine_Cross,Neev Divine Cross,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Neev_Divine_Cross)"
2047,Jirant_Staff_BR,Witch's Staff,Weapons,Missing from active client itemInfo.lua
2050,2nd_Job_Weapon8,Wizard Guild Staff,Weapons,Missing from active client itemInfo.lua
2052,Woe_T_Staff1_Z,Lesser Guild Member's Destruction Staff,Weapons,Missing from active client itemInfo.lua
2053,Variant_Staff,Abyss Staff,Weapons,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=µ¥¸ó½ºÅÂÇÁ)"
2059,Survival_Staff_IL_J,Illusion Survivor's Staff,Weapons,Missing from active client itemInfo.lua
2061,Staff_Of_Miracle_J,Staff of Miracle,Weapons,Missing from active client itemInfo.lua
2062,Gravitation_Staff_J,Gravitation Staff,Weapons,Missing from active client itemInfo.lua
2063,Adorare_Staff_J,Wand of Worship,Weapons,Missing from active client itemInfo.lua
2064,Comp_Iron_Staff,[Not For Sale] Aeon Staff,Weapons,Missing from active client itemInfo.lua
2154,Toy_Shield,Toy Shield,Shields,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÅäÀÌ½¯µå)"
2155,Academy_Shield,Academy Shield,Shields,Missing from active client itemInfo.lua
2175,Esprit_Shield,Esprit Shield,Shields,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¶ó¸ð¸£½¯µå_¿°)"
2177,Shield_Of_Death,Shield Of Death,Shields,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Á×ÀºÀÚÀÇ¹æÆÐ)"
2191,Solomon_Key,Solomon's Key,Shields,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¼Ö·Î¸óÀÇ¿­¼è)"
2193,Fallen_Angel_Shield,Fallen Angel Shield,Shields,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Å¸Ãµ»çÀÇ¹æÆÐ)"
2196,White_Gold_Shield,White Gold Shield,Shields,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=È­ÀÌÆ®°ñµå½¯µå)"
2197,Iron_Shield,Iron Shield,Shields,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¾ÆÀÌ¾ð½¯µå)"
2198,Lapine_Shield,Lapine Shield,Shields,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¶óÇÇ³×½¯µå)"
2464,No_Fear_Shoes,No Fear Shoes,Shoes,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=NOFEAR½Å¹ß)"
2481,Rune_Boots,Rune Boots,Shoes,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=·éºÎÃ÷)"
2490,Rune_Boots_,Rune Boots,Shoes,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=·éºÎÃ÷)"
2567,Academy_Manteau,Academy Manteau,Garments,Missing from active client itemInfo.lua
2579,Magic_Stole,Magic Stole,Garments,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¸¶¹ýÀÇ¼ñ)"
2583,Holy_Cape,Holy Cape,Garments,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¼º½º·¯¿îÄÉÀÌÇÁ)"
2584,Wanderer_Outer,Wanderer Outer,Garments,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¹èÈ¸ÇÏ´ÂÀÚÀÇ°Ñ¿Ê)"
2592,Boss_Domovoi_Cape,Boss Brownie Manteau,Garments,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=º¸½ºµµ¸ðºÛÀÌÀÇ¸ÁÅä)"
2594,Wrapping_Manteau,Wrapping Manteau,Garments,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=º¸ÀÚ±â¸ÁÅä)"
2597,Scarlet_Poncho,Crimson Poncho,Garments,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÁøÈ«ÀÇÆÇÃÊ)"
2606,Whike_Black_Tail_L,Rental Black Tail of Hyukke,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÈÖÄÉ¹ÙÀÎ°ËÀº²¿¸®)"
2632,Korean_Trinket,Korean Trinket,Accessories,Missing from active client itemInfo.lua
2633,Jade_Ring,Jade Ring,Accessories,Missing from active client itemInfo.lua
2829,Greed_Clip,Greed Clip,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=Å½¿åÀÇÅ¬¸³)"
2845,No_Fear_Belt,No Fear Belt,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=NOFEARº§Æ®)"
2846,E_All_In_One_Ring,All In One Ring,Accessories,Missing from active client itemInfo.lua
2847,E_Critical_Ring_C,Critical Ring,Accessories,Missing from active client itemInfo.lua
2848,E_Glove_C,Glove,Accessories,Missing from active client itemInfo.lua
2849,E_Safety_Ring_C,Safety Ring,Accessories,Missing from active client itemInfo.lua
2850,E_Ring_C,Ring,Accessories,Missing from active client itemInfo.lua
2851,E_Necklace_C,Necklace,Accessories,Missing from active client itemInfo.lua
2852,E_Rosary_C,Rosary,Accessories,Missing from active client itemInfo.lua
2855,Whike_Black_Tail,Whike Black Tail,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÈÖÄÉ¹ÙÀÎ°ËÀº²¿¸®)"
2867,Broken_Bamboo_Piece,Broken Bamboo Piece,Accessories,Missing from active client itemInfo.lua
2868,Green_Batik,Green Batik,Accessories,Missing from active client itemInfo.lua
2869,Colorful_Ketupat,Colorful Ketupat,Accessories,Missing from active client itemInfo.lua
2877,Glove_Sabik,Glove Sabik,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=»çºñÅ©ÀÇ±Û·¯ºê)"
2878,Bracelet_Arunairi,Bracelet Arunairi,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¾Æ·ç³ª¾ÆÀÌ¸®ÀÇÆÈÂî)"
2879,Badge_Giorredart,Badge Giorredart,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Á¶¸£´ÙÆ®ÀÇ¹îÁö)"
2882,Ecoro_Cardslip,Ecoro Cardslip,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ECOROÄ«µå½½¸³)"
2888,School_Bag,School Bag,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÅëÇÐ°¡¹æ)"
2906,Happy_Gauntlet,Happy Gauntlet,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Çàº¹ÀÇ°ÇÆ²¸´)"
2912,Xylitol_2011,Xylitol 2011,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÀÚÀÏ¸®Åç²­)"
2914,Wizard_Left_Eye,Wizard Left Eye,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=¾î´À¸¶¹ý»çÀÇ¿ÞÂÊ´«)"
2959,Fidelity_Necklace,Fidelity Necklace,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÃæÀýÀÇ¸ñ°ÉÀÌ)"
2960,Badge_Of_Manny,Badge Of Manny,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=bRO, Resource=¸Å´Ï¹îÁö)"
2961,Magic_Carpet,Magic Carpet,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=bRO, Resource=¸¶¹ýÄ«ÆäÆ®)"
2970,Pie_Fruit_Box,Pie Fruit Box,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÆÄÀÌÀÇ¿­¸Å»óÀÚ)"
2975,10th_Anni_Badge_J,10th Anniversary Badge,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=10ÁÖ³â±â³äÆÐÅ°Áö_j)"
2979,Strawberry_Decoration,Strawberry Decoration,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=µþ±âÀå½Ä)"
2982,Earth_Ring_J,Earth Ring,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¾î½º¸µ)"
2985,Gyges_Ring,Gyges's Ring,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=±â°Ô½ºÀÇ¹ÝÁö)"
2986,Snake_Ring,Snake Ring,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=bRO, Resource=¹ì¸µ)"
2987,Snake_Pendant,Snake Pendant,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=bRO, Resource=¹ìÀÇ°¡È£)"
2993,Yggdrasil_Ring,Heaven and Earth Tree Ring,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¼¼°è¼öÀÇ¹ÝÁö)"
2998,Shining_Trapezohedron,Shining Trapezohedron,Accessories,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ºû³ª´ÂÆí»ç°¢´Ù¸éÃ¼)"
5434,Cola_Can,Cola Can,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÄÝ¶óÄµ)"
5472,Red_White_Hat,Red Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=È«¹é¸ðÀÚ)"
5474,Notice_Board,AFK Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¾Ë¸²°£ÆÇ)"
5576,Japan_Winecup,Wine Cup,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÀÏº»¼úÀÜ)"
5595,Eye_Of_Juno,Eye Of Juno,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=À¯³ëÀÇ´«)"
5608,Dorothy_Doll_Hat,Dorothy Doll Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=µµ·Î½ÃÀÎÇü¸ðÀÚ)"
5611,Turtle_Hat,Turtle Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=²¿ºÏÀÌ¸ðÀÚ)"
5656,Scooter_Hat_J,Scooter Helmet,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=½ºÄíÅÍÇï¸ä)"
5659,Sleepr_Hat,Sleeper Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=½½¸®ÆÛ¸ðÀÚ)"
5670,Aniv_Star_Hat,Aniv Star Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¾Ö´Ï¹ö¼­¸®º°¸ðÀÚ)"
5672,Southern_Cross,Southern Cross,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¼­ÀüÅ©·Î½º)"
5675,Poring_Letter,Poring Letter,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=Æ÷¸µÆíÁö)"
5680,Hawkeyes,Hawkeyes,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¸ÅÀÇ´«)"
5693,No_Fear_Underware,No Fear Underwear,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=NOFEAR¾ð´õ¿þ¾î)"
5694,No_Fear_P_Headgear,No Fear P Headgear,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=NOFEARÆÄ¿öÇìµå±â¾î)"
5695,E_Blue_Drooping_Kitty,E Blue Drooping Kitty,Headgear,Missing from active client itemInfo.lua
5696,E_Flying_Angel,E Flying Angel,Headgear,Missing from active client itemInfo.lua
5697,E_Smoking_Pipe_,E Smoking Pipe,Headgear,Missing from active client itemInfo.lua
5698,E_Pair_OE_Red_Ribbon_,E Pair OE Red Ribbon,Headgear,Missing from active client itemInfo.lua
5699,E_Fish_On_Head_,E Fish On Head,Headgear,Missing from active client itemInfo.lua
5700,E_Hibiscus,E Hibiscus,Headgear,Missing from active client itemInfo.lua
5701,E_Cat_Hat,E Cat Hat,Headgear,Missing from active client itemInfo.lua
5702,E_Bunny_Band_,E Bunny Band,Headgear,Missing from active client itemInfo.lua
5703,E_Magestic_Goat_TW,E Magestic Goat TW,Headgear,Missing from active client itemInfo.lua
5704,E_Sheep_Hat,E Sheep Hat,Headgear,Missing from active client itemInfo.lua
5705,E_Mini_Propeller_,E Mini Propeller,Headgear,Missing from active client itemInfo.lua
5706,E_Alice_Doll,E Alice Doll,Headgear,Missing from active client itemInfo.lua
5707,E_Red_Glasses,E Red Glasses,Headgear,Missing from active client itemInfo.lua
5708,E_Chick_Hat,E Chick Hat,Headgear,Missing from active client itemInfo.lua
5709,E_White_Deviruchi_Cap,E White Deviruchi Cap,Headgear,Missing from active client itemInfo.lua
5710,E_Vane_Hairpin,E Vane Hairpin,Headgear,Missing from active client itemInfo.lua
5711,E_Pecopeco_Hairband,E Pecopeco Hairband,Headgear,Missing from active client itemInfo.lua
5712,E_Vacation_Hat,E Vacation Hat,Headgear,Missing from active client itemInfo.lua
5713,E_Charming_Ribbon,E Charming Ribbon,Headgear,Missing from active client itemInfo.lua
5714,E_Water_Lily_Crown,E Water Lily Crown,Headgear,Missing from active client itemInfo.lua
5715,E_Vanilmirth_Hat,E Vanilmirth Hat,Headgear,Missing from active client itemInfo.lua
5716,E_Drooping_Bunny_,E Drooping Bunny,Headgear,Missing from active client itemInfo.lua
5717,E_Kettle_Hat,E Kettle Hat,Headgear,Missing from active client itemInfo.lua
5718,E_Dragon_Skull,E Dragon Skull,Headgear,Missing from active client itemInfo.lua
5719,E_Ramen_Hat,E Ramen Hat,Headgear,Missing from active client itemInfo.lua
5720,E_Pink_Fur_Hat,E Pink Fur Hat,Headgear,Missing from active client itemInfo.lua
5721,E_Puppy_Hat,E Puppy Hat,Headgear,Missing from active client itemInfo.lua
5722,E_Magic_Eyes,E Magic Eyes,Headgear,Missing from active client itemInfo.lua
5723,E_Jumping_Poring,E Jumping Poring,Headgear,Missing from active client itemInfo.lua
5724,E_Robo_Eye,E Robo Eye,Headgear,Missing from active client itemInfo.lua
5725,E_Yellow_Wizardry_Hat,E Yellow Wizardry Hat,Headgear,Missing from active client itemInfo.lua
5726,E_Crescent_Helm,E Crescent Helm,Headgear,Missing from active client itemInfo.lua
5727,E_Tiger_Mask,E Tiger Mask,Headgear,Missing from active client itemInfo.lua
5728,E_Fantastic_Wig,E Fantastic Wig,Headgear,Missing from active client itemInfo.lua
5729,E_Bunny_Band_C,E Bunny Band C,Headgear,Missing from active client itemInfo.lua
5730,E_Centimental_Flower_C,E Centimental Flower C,Headgear,Missing from active client itemInfo.lua
5731,E_Apple_OE_Archer_C,E Apple OE Archer C,Headgear,Missing from active client itemInfo.lua
5732,E_Elven_Ears_C,E Elven Ears C,Headgear,Missing from active client itemInfo.lua
5733,E_Brooch_C,E Brooch C,Accessories,Missing from active client itemInfo.lua
5734,E_Magestic_Goat_C,E Magestic Goat C,Headgear,Missing from active client itemInfo.lua
5735,E_Ribbon_Green,Green Ribbon,Headgear,Missing from active client itemInfo.lua
5736,EF_Whisper_Mask,Whisper Mask,Headgear,Missing from active client itemInfo.lua
5737,Cactus_Hat,Cactus Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¼±ÀÎÀå¸ðÀÚ)"
5739,Sagittarius_Crown,Sagittarius Crown,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÀÎ¸¶±Ã¿Õ°ü)"
5743,Orange_Stem_Hat,Orange Stem Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=±Ö²ÀÁö¸ðÀÚ)"
5745,Capricon_Diadem,Capricorn Diadem,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=¸¶°¥±Ãº¸°ü)"
5765,Black_Tail_Ribbon,Black Tail Ribbon,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=°ËÀºÅ×ÀÏ¸®º»)"
5777,Remover_Hat,Remover Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=¸®¹«¹ö¸ðÀÚ)"
5783,YellowBunny_Hairband,YellowBunny Hairband,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=³ë¶õÅä³¢¸Ó¸®¶ì)"
5784,PinkBunny_Hairband,PinkBunny Hairband,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ÇÎÅ©Åä³¢¸Ó¸®¶ì)"
5785,Green_Bunny_Hairband,Green Bunny Hairband,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=±×¸°Åä³¢¸Ó¸®¶ì)"
5787,Tha_Maero_Mask,Thanatos's Maero Mask,Headgear,Missing from active client itemInfo.lua
5791,Tenkaippin_Ramen,Tenkaippin Ramen,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÃµÇÏÀÏÇ°¶ó¸é)"
5842,Loyal_Ring1,Loyal Ring1,Accessories,Missing from active client itemInfo.lua
5843,Loyal_Ring2,Loyal Ring2,Accessories,Missing from active client itemInfo.lua
5844,Loyal_Ring3,Loyal Ring3,Accessories,Missing from active client itemInfo.lua
5848,Robin_Eyepatch,Robin Eyepatch,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ÀÇÀû_¾È´ë)"
5849,Doctor_Hairband,Doctor Hairband,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=ÀÇ»ç_¸Ó¸®¶ì)"
5853,1Aniversary_Crown,IdRO Crown,Headgear,Missing from active client itemInfo.lua
5868,Bushy_Moustache,Bushy Moustache,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=bRO, Resource=¹«¼ºÇÑÄà¼ö¿°)"
5870,Bunny_Egg_Shell,Bunny Egg Shell,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=bRO, Resource=Åä³¢¸Ó¸®¾Ë²®Áú)"
5874,Circlet_Of_Kriemhild,Circlet Of Kriemhild,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=iRO, Resource=Å©¸²ÈúÆ®ÀÇ¿Õ°ü)"
5875,Diadem_Of_Bruenhild,Diadem Of Bruenhild,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ºê·ôÈúÆ®ÀÇ¿Õ°ü)"
5878,Miracle_Blue_Rose,Miracle Blue Rose,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=±âÀûÀÇÇª¸¥Àå¹Ì)"
5880,Cheering_Whistle_J,Cheering Whistle,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=jRO, Resource=ÀÀ¿ø¿ëÈ£·ç¶ó±â)"
5882,White_Wizardry_Hat_C,White Mage Hat C,Headgear,Missing from active client itemInfo.lua
5883,Gray_Wizardry_Hat_C,Gray Mage Hat C,Headgear,Missing from active client itemInfo.lua
5884,Blue_Wizardry_Hat_C,Blue Mage Hat C,Headgear,Missing from active client itemInfo.lua
5885,Red_Wizardry_Hat_C,Red Mage Hat C,Headgear,Missing from active client itemInfo.lua
5886,Yellow_Wizardry_Hat_C,Yellow Mage Hat C,Headgear,Missing from active client itemInfo.lua
5887,Half_L_Magestic_Goat,Half L Majestic Goat,Headgear,Missing from active client itemInfo.lua
5890,Angel_Earing,Angel's Whisper,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=bRO, Resource=Ãµ»çÀÇ±Í°ÉÀÌ)"
5891,Black_Cat_Hat,Black Cat Hat,Headgear,"Regional unique identified resource has no non-regional reuse evidence (Server=twRO, Resource=°ËÀº°í¾çÀÌ¸ðÀÚ)"
5892,RCC2013_1ST_CROWN,RCC2013 1st Crown,Headgear,Missing from active client itemInfo.lua
5893,RCC2013_2ND_CROWN,RCC2013 2nd Crown,Headgear,Missing from active client itemInfo.lua
5894,RCC2013_3RD_CROWN,RCC2013 3rd Crown,Headgear,Missing from active client itemInfo.lua
5895,RCC2013_ANV_Hat,RCC2013 Commemorative Hat,Headgear,Missing from active client itemInfo.lua
