ItemID,AegisName,Name,DisplayName,Category,SubType,Locations,EquipLevelMin,Price,NavigationPath,Shop,Page,PageCount,OrderOnPage
13075,Kurenai,Kurenai,Kurenai,Weapons,Dagger,Right_Hand,99,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,2
13049,Lacma,Lacma,Lacma,Weapons,Dagger,Right_Hand,1,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,3
510096,1LvKnife,1Lv Dagger,Level 1 Dagger,Weapons,Dagger,Right_Hand,0,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,4
510097,2LvKnife,2Lv Dagger,Level 2 Dagger,Weapons,Dagger,Right_Hand,0,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,5
510098,3LvKnife,3Lv Dagger,Level 3 Dagger,Weapons,Dagger,Right_Hand,0,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,6
510099,4LvKnife,4Lv Dagger,Level 4 Dagger,Weapons,Dagger,Right_Hand,0,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,7
510100,5LvKnife,Level 5 Dagger,Level 5 Dagger,Weapons,Dagger,Right_Hand,0,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,8
1225,Mail_Breaker,Mailbreaker,Mailbreaker,Weapons,Dagger,Right_Hand,36,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,9
13025,Mail_Breaker_C,Refined Mailbreaker,Mailbreaker,Weapons,Dagger,Right_Hand,0,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,10
13032,Mail_Breaker_,Mailbreaker,Mailbreaker,Weapons,Dagger,Right_Hand,36,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,11
1207,Main_Gauche,Main Gauche,Main Gauche,Weapons,Dagger,Right_Hand,1,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,12
1208,Main_Gauche_,Main Gauche,Main Gauche,Weapons,Dagger,Right_Hand,1,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,13
1209,Main_Gauche__,Main Gauche,Main Gauche,Weapons,Dagger,Right_Hand,1,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,14
13079,Metal_Dagger,Metal Dagger,Metal Dagger,Weapons,Dagger,Right_Hand,1,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,15
1234,Moonlight_Sword,Moonlight Dagger,Moonlight Sword,Weapons,Dagger,Right_Hand,36,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,16
13026,Moonlight_Sword_C,Moonlight Dagger,Moonlight Sword,Weapons,Dagger,Right_Hand,0,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,17
13053,F_Moonlight_Sword_C,Moonlight Sword,Moonlight Sword,Weapons,Dagger,Right_Hand,0,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,18
13012,Murasame,Murasame,Murasame,Weapons,Dagger,Right_Hand,24,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,19
13013,Murasame_,Murasame,Murasame,Weapons,Dagger,Right_Hand,24,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,20
13074,Ninja_Cutter,Ninja Sword Prototype,Ninja Cutter,Weapons,Dagger,Right_Hand,99,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,21
13040,N_Cutter,Novice Cutter,Novice Cutter,Weapons,Dagger,Right_Hand,1,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,22
13041,N_Main_Gauche,Novice Main Gauche,Novice Main Gauche,Weapons,Dagger,Right_Hand,1,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,23
1243,Novice_Knife,Novice Main-Gauche,Novice Main-Gauche,Weapons,Dagger,Right_Hand,1,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,24
1248,Obsidian_Dagger,Obsidian Dagger,Obsidian Dagger,Weapons,Dagger,Right_Hand,1,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,25
510035,1Para_Dagger,Paradise Dagger,Paradise Dagger,Weapons,Dagger,Right_Hand,10,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,26
510036,2Para_Dagger_RG,Paradise Rogue Dagger,Paradise Rogue Dagger,Weapons,Dagger,Right_Hand,45,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,27
510037,2Para_Dagger_SL,Paradise Soul Linker Dagger,Paradise Soul Linker Dagger,Weapons,Dagger,Right_Hand,45,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,28
1239,Poison_Knife,Poison Knife,Poison Knife,Weapons,Dagger,Right_Hand,65,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,29
13016,Poison_Knife_,Poison Knife,Poison Knife,Weapons,Dagger,Right_Hand,65,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,30
1240,Princess_Knife,Princess Knife,Princess Knife,Weapons,Dagger,Right_Hand,1,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,31
13029,Prinsence_Knife,Prinsense Knife,Prinsense Knife,Weapons,Dagger,Right_Hand,0,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,32
510021,Avd_Knife,Reinforced Knife,Reinforced Knife,Weapons,Dagger,Right_Hand,0,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,33
13092,RWC_Memory_Knife,RWC Memory Knife,RWC Memory Knife,Weapons,Dagger,Right_Hand,1,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,34
13035,Sandstorm,Sandstorm,Sandstorm,Weapons,Dagger,Right_Hand,70,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,35
13068,Saurel,Pompano,Saurel,Weapons,Dagger,Right_Hand,50,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,36
13027,Scalpel,Scalpel,Scalpel,Weapons,Dagger,Right_Hand,55,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,37
28759,Evt_Magic_Sword,Sealed Mado Sword,Sealed Mado Sword,Weapons,Dagger,Right_Hand,99,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,38
1216,Stiletto,Stiletto,Stiletto,Weapons,Dagger,Right_Hand,12,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,39
1217,Stiletto_,Stiletto,Stiletto,Weapons,Dagger,Right_Hand,12,100000,Weapons > Daggers > Lv 0-99,EA0003,3,4,40
1218,Stiletto__,Stiletto,Stiletto,Weapons,Dagger,Right_Hand,12,100000,Weapons > Daggers > Lv 0-99,EA0004,4,4,1
1236,Sucsamad,Sucsamad,Sucsamad,Weapons,Dagger,Right_Hand,36,100000,Weapons > Daggers > Lv 0-99,EA0004,4,4,2
13018,Sucsamad_,Sucsamad,Sucsamad,Weapons,Dagger,Right_Hand,36,100000,Weapons > Daggers > Lv 0-99,EA0004,4,4,3
1224,Sword_Breaker,Swordbreaker,Swordbreaker,Weapons,Dagger,Right_Hand,36,100000,Weapons > Daggers > Lv 0-99,EA0004,4,4,4
13024,Sword_Breaker_C,Refined Swordbreaker,Swordbreaker,Weapons,Dagger,Right_Hand,0,100000,Weapons > Daggers > Lv 0-99,EA0004,4,4,5
13031,Sword_Breaker_,Swordbreaker,Swordbreaker,Weapons,Dagger,Right_Hand,36,100000,Weapons > Daggers > Lv 0-99,EA0004,4,4,6
13083,TE_Woe_Knife,TE Woe Knife,TE WoE Knife,Weapons,Dagger,Right_Hand,40,100000,Weapons > Daggers > Lv 0-99,EA0004,4,4,7
13028,Tooth_Blade,Tooth Blade,Tooth Blade,Weapons,Dagger,Right_Hand,55,100000,Weapons > Daggers > Lv 0-99,EA0004,4,4,8
28716,Tooth_Blade_,Tooth Blade,Tooth Blade,Weapons,Dagger,Right_Hand,55,100000,Weapons > Daggers > Lv 0-99,EA0004,4,4,9
13052,Tourist_Dagger,Tourist Dagger,Traveler's Dagger,Weapons,Dagger,Right_Hand,1,100000,Weapons > Daggers > Lv 0-99,EA0004,4,4,10
13457,Union_Dagger,Unity Dagger,Union Dagger,Weapons,Dagger,Right_Hand,1,100000,Weapons > Daggers > Lv 0-99,EA0004,4,4,11
13071,Upg_Dagger,Upgrade Dagger,Upgrade Dagger,Weapons,Dagger,Right_Hand,1,100000,Weapons > Daggers > Lv 0-99,EA0004,4,4,12
13037,BF_Dagger2,Valorous Assassin's Damascus,Valorous Assassin's Damascus,Weapons,Dagger,Right_Hand,80,100000,Weapons > Daggers > Lv 0-99,EA0004,4,4,13
13020,Warrior_Balmung_,Warrior's Balmung,Warrior's Balmung,Weapons,Dagger,Right_Hand,48,100000,Weapons > Daggers > Lv 0-99,EA0004,4,4,14
1227,Weeder_Knife,Weeder Knife,Weeder Knife,Weapons,Dagger,Right_Hand,36,100000,Weapons > Daggers > Lv 0-99,EA0004,4,4,15
13047,Weihna,Weihna,Weihna,Weapons,Dagger,Right_Hand,50,100000,Weapons > Daggers > Lv 0-99,EA0004,4,4,16
1238,Zeny_Knife,Zeny Knife,Zeny Knife,Weapons,Dagger,Right_Hand,70,100000,Weapons > Daggers > Lv 0-99,EA0004,4,4,17
13062,Ancient_Dagger,Ancient Dagger,Ancient Dagger,Weapons,Dagger,Right_Hand,120,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,1
13069,Aztoe_Nail,As-nail,Aztoe Nail,Weapons,Dagger,Right_Hand,110,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,2
28740,Rebeginer_SC_Dagger,Beginner Shadow Chaser's Dagger,Beginner Shadow Chaser's Dagger,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,3
13061,Black_Wing,Black Wing,Black Wing,Weapons,Dagger,Right_Hand,102,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,4
510070,Blessed_Knife,Blessed Knife,Blessed Knife,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,5
13099,Ru_Blue_Knife,Blue Knife,Blue Knife,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,6
510001,Boost_Dagger,Booster Dagger,Boosting Dagger,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,7
510002,Boost_Nindo,Booster Nindo,Boosting Nindo,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,8
510017,CA_B_Dagger,Counter Assault Booster Dagger,Counter Assault Booster Dagger,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,9
28714,Toughen_Metal_Dagger,Enhanced Metal Dagger,Enhanced Metal Dagger,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,10
13094,Dagger_Of_Evil_Slayer,Evil Slayer Stabber Dagger,Evil Slayer Stabber Dagger,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,11
13090,FaceWormQueen_Leg,Faceworm Queen Leg,Faceworm Queen Leg,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,12
510006,Fatalist,Fatalist,Fatalist,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,13
510034,Ancient_Dagger_IL,Illusion Ancient Dagger,Illusion Ancient Dagger,Weapons,Dagger,Right_Hand,120,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,14
28762,Bazerald_IL,Illusion Bazerald,Illusion Bazerald,Weapons,Dagger,Right_Hand,120,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,15
28745,Counter_Dagger_IL,Illusion Counter Dagger,Illusion Dagger of Counter,Weapons,Dagger,Right_Hand,120,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,16
28703,Dagger_Of_Infinite,Infinity Dagger,Infinity Dagger,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,17
28764,Fog_Dew_Sword,Kiri no Tsuyu,Kiri no Tsuyu,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,18
28744,Magic_Sword,Madogum,Mado Sword,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,19
510018,MF_B_Dagger,Magic Fatal Booster Dagger,Magic Fatal Booster Dagger,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,20
13078,Mikatsuki,Mikacheuki,Mikatsuki,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,21
28721,Monokage,Monokage,Monokage,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,22
510038,3Para_Dagger_SC,Paradise Shadow Chaser Dagger,Paradise Shadow Chaser Dagger,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,23
510039,3Para_Dagger_NV,Paradise Super Novice Dagger,Paradise Super Novice Dagger,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,24
13076,Raksasa_Dagger,Nachal Sword,Raksasa Dagger,Weapons,Dagger,Right_Hand,110,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,25
28700,Ru_Gold_Dagger,Ru Gold Dagger,Ru Gold Dagger,Weapons,Dagger,Right_Hand,120,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,26
13070,Scarletto_Nail,Scarlet-nail,Scarletto Nail,Weapons,Dagger,Right_Hand,110,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,27
510069,SN_B_Dagger,Super Novice Booster Dagger,Super Novice Booster Dagger,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,28
28763,Sharp_Wind_Sword,Surudoi Kaze,Surudoi Kaze,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,29
13093,Thanos_Dagger,Thanos Dagger,Thanos Dagger,Weapons,Dagger,Right_Hand,120,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,30
28726,Probation_Dagger,Trial Shadow Chaser's Dagger,Trial Shadow Chaser's Dagger,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,31
28724,Sinister_Dagger_J,Dagger of Evil,Vicious Mind Dagger,Weapons,Dagger,Right_Hand,100,200000,Weapons > Daggers > Lv 100-129,EA0005,1,1,32
28722,Diva_Dagger,Diva Dagger,Diva Dagger,Weapons,Dagger,Right_Hand,150,500000,Weapons > Daggers > Lv 130-159,EA0006,1,1,1
510009,Ep172_1h_Dagger2,Gula Teeth,Gula Teeth,Weapons,Dagger,Right_Hand,150,500000,Weapons > Daggers > Lv 130-159,EA0006,1,1,2
28737,Mist_Sword,Mist Sword,Haze Demon Blade,Weapons,Dagger,Right_Hand,130,500000,Weapons > Daggers > Lv 130-159,EA0006,1,1,3
28755,Kuroiro_OS,Kuroiro-OS,Kuroiro-OS,Weapons,Dagger,Right_Hand,130,500000,Weapons > Daggers > Lv 130-159,EA0006,1,1,4
28738,Monokage_J,Monokage,Monokage,Weapons,Dagger,Right_Hand,130,500000,Weapons > Daggers > Lv 130-159,EA0006,1,1,5
