Change,Id,AegisName,Name,Category,Reason
Added,1129,Flamberge,Flamberge,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1130,Nagan,Nagan,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1131,Ice_Falchon,Ice Falchion,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1132,Edge,Edge,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1133,Fire_Brand,Fireblend,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1134,Scissores_Sword,Caesar's Sword,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1135,Cutlas,Cutlus,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1136,Solar_Sword,Solar Sword,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1137,Excalibur,Excalibur,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1138,Mysteltainn_,Mysteltainn,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1140,Byeorrun_Gum,Byeollungum,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1141,Immaterial_Sword,Immaterial Sword,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1145,Holy_Avenger,Holy Avenger,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1147,Town_Sword_,Town Sword,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1148,Star_Dust_Blade,Star Dust Blade,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1152,Slayer_,Slayer,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1153,Slayer__,Slayer,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1155,Bastard_Sword_,Bastard Sword,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1156,Bastard_Sword__,Bastard Sword,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1157,Two_Hand_Sword,Two-Handed Sword,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1158,Two_Hand_Sword_,Two-Handed Sword,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1160,Broad_Sword,Broad Sword,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1162,Broad_Sword_,Broad Sword,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1163,Claymore,Claymore,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1164,Muramasa,Muramasa,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1165,Masamune,Masamune,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1166,Dragon_Slayer,Dragon Slayer,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1167,Schweizersabel,Schweizersabel,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1168,Zweihander,Zweihander,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1169,Executioner_,Executioner,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1170,Katzbalger,Katzbalger,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1173,Muramasa_C,Muramasa,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1174,Executioner_C,Executioner,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1175,Altas_Weapon,Atlas Weapon,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1176,Muscle_Cutter,Muscle Cutter,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1181,Tae_Goo_Lyeon,Tae Goo Lyeon,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1182,Bloody_Eater,Bloody Eater,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1183,BF_Two_Handed_Sword1,Brave Assaulter's Katzbalger,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1184,BF_Two_Handed_Sword2,Valorous Assaulter's Katzbalger,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1186,Death_Guidance,Death Guidance,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1187,Krieger_Twohand_Sword1,Glorious Claymore,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1188,Veteran_Sword,Veteran Sword,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1189,Krasnaya,Krasnaya,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1190,Claymore_C,Claymore,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1191,Alca_Bringer,Alca Bringer,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1192,P_Slayer1,Eden Slayer I,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1193,P_Slayer2,Eden Slayer II,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1194,F_Executioner_C,Executioner,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1196,Chrome_Twohand_Sword,Chrome Two-Handed Sword,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1197,P_Slayer3,Eden Slayer III,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1198,Hairtail,Cutlass,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1202,Knife_,Knife,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1203,Knife__,Knife,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1205,Cutter_,Cutter,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1206,Cutter__,Cutter,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1207,Main_Gauche,Main Gauche,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1208,Main_Gauche_,Main Gauche,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1211,Dirk_,Dirk,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1212,Dirk__,Dirk,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1214,Dagger_,Dagger,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1215,Dagger__,Dagger,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1216,Stiletto,Stiletto,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1217,Stiletto_,Stiletto,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1220,Gladius_,Gladius,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1221,Gladius__,Gladius,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1223,Forturn_Sword,Fortune Sword,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1224,Sword_Breaker,Swordbreaker,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1225,Mail_Breaker,Mailbreaker,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1226,Damascus_,Damascus,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1228,Combat_Knife,Combat Knife,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1229,Mama's_Knife,Kitchen Knife,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1230,House_Auger,Ice Pick,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1231,Bazerald,Bazerald,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1232,Assasin_Dagger,Assassin Dagger,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1233,Exercise,Exorciser,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1234,Moonlight_Sword,Moonlight Dagger,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1236,Sucsamad,Sucsamad,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1237,Grimtooth_,Grimtooth,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1239,Poison_Knife,Poison Knife,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1241,Cursed_Dagger,Cursed Dagger,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1242,Counter_Dagger,Dagger of Counter,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1243,Novice_Knife,Novice Main-Gauche,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1246,Cinquedea_,Cinquedea,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1249,Fisherman's_Dagger,Fisherman's Dagger,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1251,Jur_,Jur,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1253,Katar_,Katar,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1255,Jamadhar_,Jamadhar,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1256,Katar_Of_Cold_Icicle,Katar of Frozen Icicle,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1257,Katar_Of_Thornbush,Katar of Quaking,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1258,Katar_Of_Raging_Blaze,Katar of Raging Blaze,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1259,Katar_Of_Piercing_Wind,Katar of Piercing Wind,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1260,Ghoul_Leg,Sharpened Legbone of Ghoul,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1261,Infiltrator,Infiltrator,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1262,Nail_Of_Loki,Loki's Nail,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1263,Unholy_Touch,Unholy Touch,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1264,Various_Jur,Specialty Jur,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1265,Bloody_Roar,Bloody Roar,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1266,Infiltrator_,Infiltrator,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1267,Infiltrator_C,Infiltrator,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1268,Wild_Beast_Claw,Wild Beast Claw,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1269,Inverse_Scale,Inverse Scale,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1270,Drill_Katar,Drill Katar,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1271,Blood_Tears,Blood Tears,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1273,Bloody_Roar_C,Refined Bloody Roar,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1274,Unholy_Touch_C,Refined Unholy Touch,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1279,BF_Katar1,Brave Carnage Katar,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1280,BF_Katar2,Valorous Carnage Katar,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1281,Krieger_Katar1,Glorious Bloody Roar,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1282,Krieger_Katar2,Glorious Jamadhar,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1283,Katar_Of_Speed,Katar Of Speed,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1284,Krishna,Krishna,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1285,Cakram,Chakram,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1286,Jamadhar_C,Jamadhar,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1287,Durga,Durga,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1288,Bloody_Fear_C,Bloody Fear,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1289,P_Katar1,Eden Katar I,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1290,Agent_Katar,Agent Katar,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1291,Guillotine_Katar,Guillotine Katar,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1295,Blood_Tears_,Blood Tears,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1296,Metal_Katar,Metal Katar,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1297,Inverse_Scale_,Inverse Scale,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1298,Shiver_Katar,Shiver Katar,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1299,TE_Woe_Katar,TE Woe Katar,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1301,Axe,Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1302,Axe_,Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1303,Axe__,Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1304,Orcish_Axe,Orcish Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1305,Cleaver,Cleaver,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1306,War_Axe,War Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1307,Windhawk,Windhawk,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1310,Krieger_Onehand_Axe1,Glorious Cleaver,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1311,Vecer_Axe,Vecer Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1312,Orcish_Axe_C,Orcish Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1313,Tourist_Axe,Tourist Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1314,F_Tomahawk_C,Rental Tomahawk,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1315,F_Right_Epsilon_C,Right Epsilon,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1318,Dofle_Axe,Deflation Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1319,TE_Woe_Axe,TE Woe Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1320,Diva_Axe,Diva Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1321,Dofle_Axe_,Deflation Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1322,Ru_Blue_Axe,Ru Blue Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1323,Ru_Gold_Axe,Ru Gold Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1325,Mirage_Axe,Mirage Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1326,War_Axe_IL,Illusion War Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1328,Blut_Axe,Brute Cleaver,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1331,Variant_Axe,Abyss Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1352,Battle_Axe_,Battle Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1353,Battle_Axe__,Battle Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1355,Hammer_,Hammer,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1356,Hammer__,Hammer,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1358,Buster_,Buster,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1359,Buster__,Buster,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1361,Two_Handed_Axe_,Two-Handed Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1362,Two_Handed_Axe__,Two-Handed Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1363,Brood_Axe,Bloody Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1364,Great_Axe,Great Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1365,Sabbath,Sabbath,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1366,Right_Epsilon,Light Epsilon,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1368,Tomahawk,Tomahawk,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1369,Guillotine,Guillotine,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1370,Doom_Slayer,Doom Slayer,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1371,Doom_Slayer_,Doom Slayer,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1372,Right_Epsilon_C,Light Epsilon,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1373,Brood_Axe_C,Refined Bloody Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1374,Tomahawk_C,Tomahawk,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1375,Berdysz,Berdysz,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1376,Heart_Breaker,Heart Breaker,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1377,Hurricane_Fury,Hurricane's Fury,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1378,Great_Axe_C,Refined Great Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1379,BF_Two_Handed_Axe1,Valorous Insane Battle Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1380,BF_Two_Handed_Axe2,Brave Insane Battle Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1382,Krieger_Twohand_Axe1,Glorious Two-Handed Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1384,Veteran_Axe,Veteran Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1385,Bradium_Stonehammer,Bradium Stone Hammer,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1386,Doom_Slayer_I,Doom Slayer,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1387,Giant_Axe,Giant Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1388,Two_Handed_Axe_C,Two-Handed Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1389,E_Tomahawk_C,Tomahawk,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1390,E_Right_Epsilon_C,Light Epsilon,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1391,P_Two_Handed_Axe1,Eden Two-Handed Axe I,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1392,Ygnus_Stale,Ignus Steel,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1393,End_Sektura,End Sectora,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1396,Velum_Guillotine,Vellum Guillotine,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1398,Metal_Two_Handed_Axe,Metal Two Handed Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1399,TE_Woe_Two_Handed_Axe,TE Woe Two Handed Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1400,Sinister_Spear,Vicious Mind Spear,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1402,Javelin_,Javelin,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1403,Javelin__,Javelin,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1405,Spear_,Spear,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1406,Spear__,Spear,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1408,Pike_,Pike,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1409,Pike__,Pike,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1411,Lance_,Lance,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1413,Gungnir,Gungnir,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1414,Gelerdria,Gelerdria,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1415,Skewer,Brocca,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1417,Pole_Axe,Pole Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1419,Pole_Axe_C,Pole Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1420,Long_Horn,Long Horn,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1421,Battle_Hook,Battle Hook,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1422,Hunting_Spear,Hunting Spear,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1424,Skewer_C,Refined Brocca,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1425,BF_Spear1,Assaulter Spear,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1426,Krieger_Onehand_Spear1,Glorious Spear,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1427,Spear_Of_Excellent,Spear Of Excellent,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1430,Pike_C,Pike,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1431,F_Pole_Axe_C,Pole Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1432,E_Pole_Axe_C,Pole Axe,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1433,Imperial_Spear,Imperial Spear,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1434,P_Sphere1,Eden Spear I,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1435,Cannon_Spear,Cannon Spear,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1436,Velum_Spear,Vellum Spear,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1437,TE_Woe_Pike,TE Woe Pike,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1441,Ru_Blue_Spear,Ru Blue Spear,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1442,Ru_Gold_Spear,Ru Gold Spear,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1443,Scarlet_Spear,Crimson Spear,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1445,Spear_of_Trust2,[Rental] Hunting Spear,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1446,Thanos_Spear_J,Requiem Spear,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
Added,1447,Poison_Forged_Spear,Poison Forged Spear,Weapons,Previously omitted; valid in active Renewal DB and supplied client itemInfo.lua
