Id,AegisName,Name,ClientName,ClientResource,ClientServerTag,Category,Type,SubType,Locations,EquipLevelMin,EquipLevelMax,Slots,ClientSlots,View,ClientClassNum,Refineable,Gradable,ShopPrice
2789,Bradium_Ring,Bradium Ring,Bradium Ring,ºê¶óµð¿ò¸µ,,Accessories,Armor,,Both_Accessory,0,0,1,1,0,0,False,False,100000
2646,Bunch_Of_Carnation,Bunch of Carnations,Carnation Bouquet,Ä«³×ÀÌ¼Ç²É´Ù¹ß,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2631,First_Age_Ring,Celebration Ring,Celebration Ring,±Ý¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2713,Certificate_TW,Certificate,Certificate,»óÀÎ¿µ¼öÁõ,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2969,RWC_2012_Pendant_,Chambered RWC 2012 Pendant,RWC Memorial Pendant,RWC±â³äÆæ´øÆ®,,Accessories,Armor,,Both_Accessory,0,0,1,1,0,0,False,False,100000
2967,RWC_2012_Ring_,Chambered RWC 2012 Ring,RWC Memorial Ring,RWC±â³ä¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,1,1,0,0,False,False,100000
2756,Chemical_Ring,Chemical Ring,Chemical Ring,ÅÂ±¹¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2708,Chinese_Handicraft,Chinese Handicraft,Chinese Handicraft,¸¶ÆÐ,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2755,Clamorous_Ring,Clamorous Ring,Clamorous Ring,ÅÂ±¹¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2607,Clip,Clip,Clip,Å¬¸³,,Accessories,Armor,,Both_Accessory,0,0,1,1,0,0,False,False,100000
2759,Decussate_Ring,Decussate Ring,Decussate Ring,ÅÂ±¹¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2729,Diabolus_Ring,Diabolus Ring,Diabolus Ring,µð¾Æº¼·ç½º¸µ,,Accessories,Armor,,Both_Accessory,0,0,1,1,0,0,False,False,100000
2613,Diamond_Ring,Diamond Ring,Diamond Ring,´ÙÀÌ¾Æ¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2734,Directive_A,Directive,Directive,ºÒÀÇÁÖ¹®¼­,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2735,Directive_B,Directive,Directive,¹°ÀÇÁÖ¹®¼­,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2762,Dragoon_Ring,Dragon Ring,Dragon Ring,ÅÂ±¹¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2758,Fisher_Ring,Fischer Ring,Fisher Ring,ÅÂ±¹¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
5855,Fish_Rod,Fishing Rod,Fishing Rod,¹°ÀÇÃ¤Âï,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2612,Flower_Ring,Flower Ring,Flower Ring,²É¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2774,Krieger_Ring3,Glorious Popularized Ring,Glorious Mass-Production Ring,¸ð¸£ÇÇ¼Å½º¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2636,Gold_Ring_,Gold Christmas Ring,Gold Christmas Ring,±Ý¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2610,Gold_Ring,Gold Ring,Gold Ring,±Ý¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2704,Golden_Accessory,Golden Accessories,Golden Accessory,ºê·ÎÄ¡,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2705,Golden_Accessory2,Golden Accessories,Golden Accessory,ºê·ÎÄ¡,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
28412,The_One_Apple_Ring,Green Apple Ring,Green Apple Ring,Ç²»ç°ú¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2941,Gunslinger_Manual,Gunslinger Manual,Gunslinger Manual,¸¶¹ýÃ¥_¹«,,Accessories,Armor,,Both_Accessory,0,12,0,0,0,0,False,False,100000
2707,GUSLI,GUSLI,Gusli,GUSLI,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2754,Hallow_Ring,Hallow Ring,Hallow Ring,ÅÂ±¹¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
32252,H_AD_Clip,High Adventurer Clip,High Adventurer Clip,Å¬¸³,,Accessories,Armor,,Both_Accessory,0,0,1,1,0,0,False,False,100000
2757,Insecticide_Ring,Insecticide Ring,Insecticide Ring,ÅÂ±¹¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2640,Kafra_Ring,Kafra Ring,Kafra Ring,Ä«ÇÁ¶ó¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2799,Kuirpenring,Kuirpenring,Ring of Protection,ÄíÀÌ¸£Ææ¸µ,,Accessories,Armor,,Both_Accessory,0,0,1,1,0,0,False,False,100000
2680,Lesser_Elemental_Ring,Lesser Elemental Ring,Lesser Elemental Ring,½ºÇÇ¸®Ãò¾ó¸µ,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
490287,2LvClip,Level 2 Clip,Level 2 Clip,Å¬¸³,,Accessories,Armor,,Both_Accessory,0,0,1,1,0,0,False,False,100000
2742,Lucky_Clip,Lucky Clip,Lucky Clip,Å¬¸³,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2775,Lure,Lure,Lure,¸ÚÀïÀÌÁö··ÀÌ,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2768,Mage_Figure,Mage Figure,Magician Figure,¸¶¼ú»çÇÇ±Ô¾î,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2714,Marvelous_Pandent,Marvelous Pendant,Mysterious Pendant,½Å±âÇÑÆÒ´øÆ®,,Accessories,Armor,,Both_Accessory,0,0,1,1,0,0,False,False,100000
2771,Merchant_Figure,Merchant Figure,Merchant Figure,»óÀÎÇÇ±Ô¾î,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2885,Mother_Heart,Mother Heart,Mother's Heart,ÇÁ·¹ÀÓÇÏÆ®,,Accessories,Armor,,Both_Accessory,0,120,0,0,0,0,False,False,100000
2904,Naqsh,Naqsi,Naqsi,¸Ô¹°,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2647,Nile_Rose,Nile Rose,Nile Rose,³ªÀÏ·ÎÁî,,Accessories,Armor,,Both_Accessory,0,0,1,1,0,0,False,False,100000
2658,Nile_Rose_,Nile Rose,Nile Rose,³ªÀÏ·ÎÁî,,Accessories,Armor,,Both_Accessory,0,0,1,1,0,0,False,False,100000
2940,Ninja_Manual,Ninja Manual,Ninja Manual,¸¶¹ýÃ¥_¹«,,Accessories,Armor,,Both_Accessory,0,12,0,0,0,0,False,False,100000
2628,Novice_Armlet,Novice Armlet,Novice Armlet,³ëºñ½º¾Ï¸´,,Accessories,Armor,,Both_Accessory,0,0,1,1,0,0,False,False,100000
2765,Novice_Figure,Novice Figure,Novice Figure,ÇÇ±Ô¾î,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2639,Purification_Sachet,Occult Incense,Occult Incense,±¸¸¶ÇâÆ÷,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2739,Ordinary_Coin,Ordinary Coin,Japan Commemorative Coin,°ñµåÄÚÀÎ,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2881,Orleans_Necklace,Orleans Necklace,Orlean's Necklace,³×Å¬¸®½º,,Accessories,Armor,,Both_Accessory,0,0,1,1,0,0,False,False,100000
2752,Praxinus_C,Praccsinos,Fraxinus,²É¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2816,Radar_Ring1,Radar Ring,Radar Ring,²É¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2817,Radar_Ring2,Radar Ring,Radar Ring,²É¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2818,Radar_Ring3,Radar Ring,Radar Ring,²É¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
490100,Red_Force_Pendant,Red Force Pendant,Red Force Pendant,¿µ¿øÇÑ»ç¶û,,Accessories,Armor,,Right_Accessory,0,0,1,1,0,0,False,False,100000
2681,Republic_Ring,Republic Anniversary Ring,Republic Anniversary Ring,±Ý¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
32202,Comp_All_In_One_Ring,Ring of Apology,Ring of Apology,¾Èµå¹Ù¸®ÀÇ¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2678,Ring_Of_Flame_Lord,Ring Of Flame Lord,Ring of Flame Lord,¸µ¿ÀºêÇÃ·¹ÀÓ·Îµå,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2792,Ring_Of_Flame_Lord_I,Ring of Flame Lord,Ring of Flame Lord,ÇÃ·¹ÀÓ·Îµå¸µ,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2679,Ring_Of_Resonance,Ring Of Resonance,Ring of Resonance,¸µ¿Àºê·¹Á¶³Í½º,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2793,Ring_Of_Resonance_I,Ring of Resonance,Ring of Resonance,·¹Á¶³Í½º¸µ,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2782,Ring_Of_Wise_King,Ring of the Ancient Wise King,Ring of the Ancient Wise King,½ºÇÇ¸®Ãò¾ó¸µ,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2815,Th_Ring_Of_Water,Ring Of Water,Ring of Water,¼¼ÀÌÇÁÆ¼¸µ,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2669,Golden_Necklace_,RJC Necklace,RJC Necklace,±Ý¸ñ°ÉÀÌ_,,Accessories,Armor,,Both_Accessory,0,0,1,1,0,0,False,False,100000
2875,RO_Appreciation_Ring,RO Appreciation Ring,Grate Ring,RKÀº¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,1,1,0,0,False,False,100000
2740,Rusty_Coin,Rusty Coin,Rusty Commemorative Coin,°ñµåÄÚÀÎ,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2968,RWC_2012_Pendant,RWC 2012 Pendant,RWC Memorial Pendant,RWC±â³äÆæ´øÆ®,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2966,RWC_2012_Ring,RWC 2012 Ring,RWC Memorial Ring,RWC±â³ä¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2999,RWC_Silver_Brooch,RWC Brooch,RWC Silver Brooch,RWCÀººê·ÎÄ¡,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2997,RWC_Gold_Brooch,RWC Gold Brooch,RWC Gold Brooch,RWC±Ýºê·ÎÄ¡,,Accessories,Armor,,Both_Accessory,0,0,1,1,0,0,False,False,100000
2638,Exorcize_Sachet,Sacred Incense,Sacred Incense,ÇÇ»çÇâÆ÷,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2761,Satanic_Ring,Satanic Ring,Satanic Ring,ÅÂ±¹¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
28439,SeeOtter_Fan,Sea Otter Mini Fan,Sea-Otter Mini Fan,ÇØ´Þ¼±Ç³±â,,Accessories,Armor,,Both_Accessory,0,0,1,1,0,0,False,False,100000
28440,FurSeal_Fan,Seal Mini Fan,Seal Mini Fan,ÆÛ¾Á¼±Ç³±â,,Accessories,Armor,,Both_Accessory,0,0,1,1,0,0,False,False,100000
2642,Serin's_Gold_Ring,Serin's Gold Ring,Serin's Gold Ring,¼¼¸°ÀÇ±Ý¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2643,Serin's_Gold_Ring_,Serin's Gold Ring,Serin's Gold Ring,¼¼¸°ÀÇ±Ý¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2738,Shiny_Coin,Shiny Coin,Shiny Commemorative coin,°ñµåÄÚÀÎ,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2637,Silver_Ring_,Silver Christmas Ring,Silver Christmas Ring,Àº¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2611,Silver_Ring,Silver Ring,Silver Ring,Àº¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2609,Skul_Ring,Skull Ring,Skull Ring,ÇØ°ñ¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2715,Skul_Ring_,Skull Ring,Skull Ring,ÇØ°ñ¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,1,1,0,0,False,False,100000
2764,Small_Fishing_Rod,Small Fishing Rod,Small Fishing Rod,¹°ÀÇÃ¤Âï,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2677,Spiritual_Ring,Spiritual Ring,Spiritual Ring,½ºÇÇ¸®Ãò¾ó¸µ,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2711,Spiritual_Ring_C,Spiritual Ring,Spiritual Ring,½ºÇÇ¸®Ãò¾ó¸µ,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2786,Spiritual_Ring_M,Spiritual Ring,Spiritual Ring,½ºÇÇ¸®Ãò¾ó¸µ,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2947,Memories_of_Spring,Spring Afternoon Memory,Spring Afternoon Memory,ÇÑ¿©¸§¹ãÀÇ²Þ,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2750,Summer_Night_Dream,Summer Night Dream,Summer Night Dream,ÇÑ¿©¸§¹ãÀÇ²Þ,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2766,Swordman_Figure,Swordman Figure,Swordman Figure,°Ë»çÇÇ±Ô¾î,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2942,Taekwon_Manual,Taekwon Manual,Taekwon Manual,¸¶¹ýÃ¥_¹«,,Accessories,Armor,,Both_Accessory,0,12,0,0,0,0,False,False,100000
490099,Thanatos_Pendant,Thanatos's Necklace,Thanatos' Necklace,¿µ¿øÇÑ¼öÈ£ÀÇ»ç¶û,,Accessories,Armor,,Right_Accessory,0,0,0,0,0,0,False,False,100000
2644,The_Sign_,The Sign,The Sign,´õ»çÀÎ_,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2770,Thief_Figure,Thief Figure,Thief Figure,µµµÏÇÇ±Ô¾î,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
28511,Time_Keeper_Ring,Time Keeper Ring,Time Keeper Ring,¹Îµé·¹¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2870,Tw_8th_Anni_Ring,Tw 8th Anni Ring,Test,»ç°ú,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
5817,Valentine_Pledge,Valentine Pledge,Valentine Token,¼¼ÀÌÇÁÆ¼¸µ,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2634,Bridegroom_Ring,Wedding Ring,Wedding Ring,½Å¶û°áÈ¥¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2635,Bride_Ring,Wedding Ring,Wedding Ring,½ÅºÎ°áÈ¥¹ÝÁö,,Accessories,Armor,,Both_Accessory,0,0,0,0,0,0,False,False,100000
2897,2011RWC_Necklace_J,2011RWC Necklace J,RWC Necklace,±Ý¸ñ°ÉÀÌ,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2821,Acolyte_Manual,Acolyte Manual,Acolyte Manual,¸¶¹ýÃ¥_¹«,,Accessories,Armor,,Both_Accessory,1,12,0,0,0,0,False,False,100000
2822,Archer_Manual,Archer Manual,Archer Manual,¸¶¹ýÃ¥_¹«,,Accessories,Armor,,Both_Accessory,1,12,0,0,0,0,False,False,100000
2656,Hyper_Changer,Armor Charm,Armor Charm,ÇÏÀÌÆÛÃ¼ÀÎÀú,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2781,Aumdura's_Grace,Aumdura's Benefit,Aumdura's Benefit,¾Æ¿òµÎ¶óÀÇÇýÅÃ,,Accessories,Armor,,Both_Accessory,1,0,1,1,0,0,False,False,100000
2910,Bakonawa_Tattoo,Bakunawa Agimat Tattoo,Bakonawa Agimat Tattoo,¹öÄÚ³Ê¿öºÎÀûÅ¸Åõ,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2911,Bangungot_Tattoo,Bangungot Agimat Tattoo,Bangungot Agimat Tattoo,º¡¿õ°÷ºÎÀûÅ¸Åõ,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2907,Buwaya_Tattoo,Bawaya Agimat Tattoo,Buwaya Agimat Tattoo,ºÎ¿ö¿©ºÎÀûÅ¸Åõ,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2693,Brooch_C,Brooch,Brooch,ºê·ÎÄ¡,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2873,Cat_Hand_Glove,Cat Hand Glove,Cat Hand Glove,°í¾çÀÌÀÇ¹ß,,Accessories,Armor,,Both_Accessory,1,0,1,1,0,0,False,False,100000
2784,Oh_Holy_Night,Christmas Musicbox,Christmas Music Box,ÇÑ¿©¸§¹ãÀÇ²Þ,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2688,Critical_Ring_C,Critical Ring,Critical Ring,Å©¸®Æ¼ÄÃ¸µ,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2779,Dark_Knight_Belt,Dark Knight Belt,Dark Knight Belt,´ÙÅ©³ªÀÌÆ®º§Æ®,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2826,Dark_Knight_BeltB,Dark Knight Belt,Dark Knight Belt,´ÙÅ©³ªÀÌÆ®º§Æ®,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2780,Dark_Knight_Glove,Dark Knight Glove,Dark Knight Glove,´ÙÅ©³ªÀÌÆ®±Û·Îºê,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2827,Dark_Knight_GloveB,Dark Knight Glove,Dark Knight Glove,´ÙÅ©³ªÀÌÆ®±Û·Îºê,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2689,Earring_C,Earring,Earring,ÀÌ¾î¸µ,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2842,F_Earing_C,Earring,Earring,ÀÌ¾î¸µ,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
28374,Foxtail_Ring,Foxtail Ring,Foxtail Ring,°­¾ÆÁöÇ®¹ÝÁö,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2791,Just_Got_Fish,Fresh Fish,Fresh Fish,µîÇª¸¥»ý¼±,,Accessories,Armor,,Both_Accessory,1,0,1,1,0,0,False,False,100000
2832,Freyja_Ring,Freyja's Ring,Freya Ring R,¾Èµå¹Ù¸®ÀÇ¹ÝÁö,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2872,G_Honor_Certificate,G Honor Certificate,Cat Gamer Token,G¸í¿¹ÁõÇ¥,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2692,Glove_C,Glove,Glove,±Û·¯ºê,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
28333,Gold_PC_Ring,Gold PC Room Ring,Gold PC Cafe Ring,RWC±â³ä¹ÝÁö,,Accessories,Armor,,Both_Accessory,1,0,1,1,0,0,False,False,100000
5828,Honor_Gold_Ring,Honor Gold Ring,Gold Ring of Honor,±Ý¹ÝÁö,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2676,Hunter_Earring,Hunter's Earring,Hunter's Earring,ÀÌ¾î¸µ,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
28332,Jewel_Ring,Jewerly Ring,Jewelry Ring,¾Èµå¹Ù¸®ÀÇ¹ÝÁö,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2951,Kvasir_Ring_Blue,Kvasir Ring Blue,Blue Kvasir's Ring,ÆÄ¶õ¹ÝÁö,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2954,Kvasir_Ring_Brown,Kvasir Ring Brown,Brown Kvasir's Ring,°¥»ö¹ÝÁö,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2953,Kvasir_Ring_Green,Kvasir Ring Green,Green Kvasir's Ring,ÃÊ·Ï¹ÝÁö,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2952,Kvasir_Ring_Red,Kvasir Ring Red,Red Kvasir's Ring,»¡°­¹ÝÁö,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2657,Lab_Passport,Laboratory Permit,Laboratory Permit,ÃâÀÔÄ«µå,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2666,Lamp_Of_Hope,Lantern of Hope,Lantern of Hope,µîÀÜ,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2675,Lord_Ring,Lord Ring,Lord Ring,±Ý¹ÝÁö,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2824,Mage_Manual,Mage Manual,Magician Manual,¸¶¹ýÃ¥_¹«,,Accessories,Armor,,Both_Accessory,1,12,0,0,0,0,False,False,100000
2823,Merchant_Manual,Merchant Manual,Merchant Manual,¸¶¹ýÃ¥_¹«,,Accessories,Armor,,Both_Accessory,1,12,0,0,0,0,False,False,100000
2691,Necklace_C,Necklace,Necklace,³×Å¬¸®½º,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2833,Odin's_Recall,Odin's Recall,Odin Recall R,½ºÇÇ¸®Ãò¾ó¸µ,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2745,Pinguicula_Corsage,Pinguicula Corsage,Pinguicula Corsage,ÇÉ±ÍÅ§¶óÄÚ¸£»çÁÖ,,Accessories,Armor,,Both_Accessory,1,0,1,1,0,0,False,False,100000
2690,Ring_C,Ring,Ring,¸µ,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2674,Honor_Ring,Ring of Honor,Ring of Honor,±Ý¹ÝÁö,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2863,Ring_Of_Valkyrie,Ring Of Valkyrie,Valkyrie Ring,¸ð¸£ÇÇ¼Å½º¹ÝÁö,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2694,Rosary_C,Rosary,Rosary,·ÎÀÚ¸®,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2950,Rune_Ring,Rune Ring,Rune Ring,¼¼ÀÌÇÁÆ¼¸µ,,Accessories,Armor,,Both_Accessory,1,100,0,0,0,0,False,False,100000
