Id,AegisName,Name,ClientName,ClientResource,ClientServerTag,CompatibilityTier,ResourceEvidenceIds,AppearanceEvidenceIds,Category,Type,SubType,Locations,EquipLevelMin,EquipLevelMax,Slots,ClientSlots,View,ClientClassNum,Refineable,Gradable,ShopPrice
28305,Vesper_Core04_,Vesper Core 04,Vesper Core 04,º£½ºÆÛÄÚ¾î,jRO,regional_resource_reused,"2659,2660,2661,2662,2696,2697,2698,2699",,Accessories,Armor,,Both_Accessory,1,0,1,1,0,0,False,False,100000
2930,Charm_Agi,Winning First Move Amulet,Sente Amulet Victory,ÇÇ»çÇâÆ÷,jRO,regional_resource_reused,2638,,Accessories,Armor,,Both_Accessory,1,0,0,0,0,0,False,False,100000
2876,Necklace_Spica,Necklace Spica,Spica Necklace,½ºÇÇÄ«ÀÇ¸ñ°ÉÀÌ,jRO,regional_resource_reused,"490091,490093",,Accessories,Armor,,Both_Accessory,10,0,0,0,0,0,False,False,100000
2880,Ring_Lupak,Ring Lupak,Rfak Ring,·çÆÄÅ©ÀÇ¹ÝÁö,jRO,regional_resource_reused,2981,,Accessories,Armor,,Both_Accessory,10,0,0,0,0,0,False,False,100000
28429,Arquien's_Necklace,Arquien's Necklace,Arquien's Necklace,¾ËÄû¿£ÀÇ¸ñ°ÉÀÌ,jRO,regional_resource_reused,490125,,Accessories,Armor,,Both_Accessory,20,0,1,1,0,0,False,False,100000
2955,Neutral_Ring_J,Neutral Ring,Neutral Ring,ÅÂ±¹¹ÝÁö,jRO,regional_resource_reused,"2753,2754,2755,2756,2757,2758,2759,2760",,Accessories,Armor,,Both_Accessory,30,0,1,1,0,0,False,False,100000
28350,Shinobi's_Sash_S,Shinobi Sash,Shinobi Sash,½Ã³ëºñÀÇÇã¸®¶ì,jRO,regional_resource_reused,2654,,Accessories,Armor,,Both_Accessory,30,0,1,1,0,0,False,False,100000
2994,Water_Crystal_Stone,Water Crystal Stone,Water Crystal Stone,Çª¸¥¹¦¾È¼®,jRO,regional_resource_reused,"4993,6423,7816,29022,29023,29032,29057,100147",,Accessories,Armor,,Both_Accessory,30,0,0,0,0,0,False,False,100000
2903,Morpheus's_Armlet_,Morpheus's Armlet,Morpheus's Bracelet,¸ð¸£ÇÇ¼Å½ºÆÈÂî,jRO,regional_resource_reused,2649,,Accessories,Armor,,Both_Accessory,33,0,1,1,0,0,False,False,100000
2902,Morpheus's_Ring_,Morpheus's Ring,Morpheus's Ring,¸ð¸£ÇÇ¼Å½º¹ÝÁö,jRO,regional_resource_reused,"2648,2772,2773,2774,2863,28566,490254",,Accessories,Armor,,Both_Accessory,33,0,1,1,0,0,False,False,100000
2871,Brazilian_Emblem,Brazilian Emblem,Brazil Badge,ÀüÅõÈÖÀå,bRO,regional_resource_reused,"2733,7773,7828,7829,490163,1001880",,Accessories,Armor,,Both_Accessory,60,0,1,1,0,0,False,False,100000
2889,Endure_Ring,Endure Ring,Ring of Endurance,¼¼ÀÌÇÁÆ¼¸µ,jRO,regional_resource_reused,"2615,2673,2695,2815,2944,2950,2956,5817",,Accessories,Armor,,Both_Accessory,60,0,1,1,0,0,False,False,100000
2962,Willpower_Ring,Spirit Ring,Ring of Willpower,Á¤½Å·ÂÀÇ¹ÝÁö,jRO,regional_resource_reused,28522,,Accessories,Armor,,Both_Accessory,60,0,1,1,0,0,False,False,100000
2900,Morrigane's_Belt_,Morrigane's Belt,Morrigan's Belt,¸ð¸®¾Æ³×ÀÇº§Æ®,jRO,regional_resource_reused,2650,,Accessories,Armor,,Both_Accessory,61,0,1,1,0,0,False,False,100000
2901,Morrigane's_Pendant_,Morrigane's Pendant,Morrigan's Pendant,¸ð¸®¾Æ³×ÆÒ´øÆ®,jRO,regional_resource_reused,"2651,490256",,Accessories,Armor,,Both_Accessory,61,0,1,1,0,0,False,False,100000
28348,Bowman_Scarf_S,Bowman Scarf,Sniper Scarf,¸í±ÃÀÇ½ºÄ«ÇÁ,jRO,regional_resource_reused,2727,,Accessories,Armor,,Both_Accessory,70,0,1,1,0,0,False,False,100000
28347,Icarus_Wing_S,Icarus Wings,Wing of Icarus,ÀÌÄ«·ç½ºÀÇ³¯°³,jRO,regional_resource_reused,2726,,Accessories,Armor,,Both_Accessory,70,0,1,1,0,0,False,False,100000
2893,Cursed_Heart,Cursed Heart,Cursed Heart,ÀúÁÖ¹ÞÀº½ÉÀå,jRO,regional_resource_reused,6413,,Accessories,Armor,,Both_Accessory,80,0,1,1,0,0,False,False,100000
28314,Hand_Of_Glory,Glorious Hand,Hand of Glory,¿µ±¤ÀÇ¼Õ,jRO,regional_resource_reused,"25133,25422",,Accessories,Armor,,Both_Accessory,80,0,1,1,0,0,False,False,100000
28349,Cursed_Star_S,Cursed Star,Cursed Star,Ä¿Áîµå½ºÅ¸,jRO,regional_resource_reused,2748,,Accessories,Armor,,Both_Accessory,84,0,1,1,0,0,False,False,100000
28434,Boxer_Glove,Boxing Gloves,Fighter's Glove,±ÇÅõ»çÀÇ±Û·¯ºê,jRO,regional_resource_reused,490123,,Accessories,Armor,,Both_Accessory,90,0,1,1,0,0,False,False,100000
28433,Luminous_Blue_Stone,Luminous Blue Stone,Luminous Blue Light Stone,Çª¸¥¾ß±¤¼®,jRO,regional_resource_reused,"29579,29580,29581,29655,29656,29657,29658,311460",,Accessories,Armor,,Both_Accessory,90,0,1,1,0,0,False,False,100000
28370,Broken_Chip_1_J,Broken Chip (Green),Broken Chip(Green),ºÎ·¯Áø_Ä¨_1,jRO,regional_resource_reused,28326,,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
28371,Broken_Chip_2_J,Broken Chip (Red),Broken Chip(Red),ºÎ·¯Áø_Ä¨_2,jRO,regional_resource_reused,28327,,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
28513,Celine_Brooch,Celine's Brooch,Celine's Brooch,Celine_Brooch,jRO,regional_resource_reused,32237,,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
28591,PlumpyWormCharm_J,Chubby Earthworm Amulet,Chubby Earthworm Amulet,Åä½ÇÅä½ÇÁö··ÀÌ,jRO,regional_resource_reused,"632,6781,11537,11628,25642,28424",,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
32295,Crystal_Blade_Necklace,Crystal Blade Necklace,Crystal Blade Necklace,Crystal_Blade_Necklace,jRO,regional_resource_reused,490235,,Accessories,Armor,,Right_Accessory,100,0,0,0,0,0,False,False,200000
32296,Crystal_Blade_Necklace_,Crystal Blade Necklace,Crystal Blade Necklace,Crystal_Blade_Necklace,jRO,regional_resource_reused,490235,,Accessories,Armor,,Right_Accessory,100,0,1,1,0,0,False,False,200000
28578,Pretty_G_Necklace_J,Cute Grass Necklace,Cute Grass Necklace,µµ¶÷¸ñ°ÉÀÌ,jRO,regional_resource_reused,"28380,28381,28382",,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
28505,RingOfDevil,Demon God's Ring,Demon's Ring,¸¶½ÅÀÇ¹ÝÁö,jRO,regional_resource_reused,490004,,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
28520,EgirRing,Egir Ring,Egir's Ring,EgirRing,jRO,regional_resource_reused,"490007,490090,490092",,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
32227,Fenrir_Chain,Fenrir Chain,Fenrir Chain,Fenrir_Chain,jRO,regional_resource_reused,1001074,,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
28577,Fresh_G_Necklace_J,Fresh Grass Necklace,Fresh Grass Necklace,µµ¶÷¸ñ°ÉÀÌ,jRO,regional_resource_reused,"28380,28381,28382",,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
28590,FreshTunaCharm_J,Fresh Tuna Amulet,Fresh Tuna Amulet,Âü´Ù¶û¾î,jRO,regional_resource_reused,"6771,16016,28423",,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
28369,Upgrade_Part_Gun_B_J,Guardian Barrel,Guardian Barrel,°­È­ÆÄÃ÷Æ÷½Å,jRO,regional_resource_reused,2996,,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
28503,Keraunos,Keraunos,Keraunos,ÄÉ¶ó¿ì³ë½º,jRO,regional_resource_reused,26154,,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
28579,Charm_G_Necklace_J,Magic Grass Necklace,Magical Grass Necklace,µµ¶÷¸ñ°ÉÀÌ,jRO,regional_resource_reused,"28380,28381,28382",,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
28368,Supplement_Part_Dex_J,Powered Arm,Powered Arm,¼ÕÀçÁÖº¸¿ÏÀåÄ¡,jRO,regional_resource_reused,2995,,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
28499,BadgeOfProntera__J,Proof of Glory,Token of Glory,ÇÁ·ÐÅ×¶ó¹îÁö,jRO,regional_resource_reused,"22847,28356",,Accessories,Armor,,Both_Accessory,100,0,0,0,0,0,False,False,200000
32262,Ball_Of_RasenHuuma,Rasen Fuma's Orb,Spiral Huuma Jewel,Ball_Of_RasenHuuma,jRO,regional_resource_reused,7925,,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
490334,Record_Acol_TH,Record of Acolyte,Record of Acolyte,¿¬±¸¿ø±â·ÏÇ¥,iRO,regional_resource_reused,7347,,Accessories,Armor,,Right_Accessory,100,0,1,1,0,0,False,False,200000
490400,Record_Archer_TH,Record of Archer,Record of Archer,¿¬±¸¿ø±â·ÏÇ¥,iRO,regional_resource_reused,7347,,Accessories,Armor,,Right_Accessory,100,0,1,1,0,0,False,False,200000
490288,Record_Mage_TH,Record of Mage,Record of Mage,¿¬±¸¿ø±â·ÏÇ¥,iRO,regional_resource_reused,7347,,Accessories,Armor,,Right_Accessory,100,0,1,1,0,0,False,False,200000
490239,Record_Merchant_TH,Record of Merchant,Record of Merchant,¿¬±¸¿ø±â·ÏÇ¥,iRO,regional_resource_reused,7347,,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
490221,Record_Swordsman_TH,Record of Swordsman,Record of Swordman,¿¬±¸¿ø±â·ÏÇ¥,iRO,regional_resource_reused,7347,,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
490229,Record_Thief_TH,Record of Thief,Record of Thief,¿¬±¸¿ø±â·ÏÇ¥,iRO,regional_resource_reused,7347,,Accessories,Armor,,Right_Accessory,100,0,1,1,0,0,False,False,200000
490394,Record_Thief2_TH,Record of Thief 2,Record of Thief Vol.2,¿¬±¸¿ø±â·ÏÇ¥,iRO,regional_resource_reused,7347,,Accessories,Armor,,Left_Accessory,100,0,1,1,0,0,False,False,200000
490118,RingOfAdoramus,Ring of Adoramus,Ring of Adoramus,RingOfAdoramus,jRO,regional_resource_reused,490557,,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
28589,ShiningTwigCharm_J,Shining Branch Amulet,Glowing Branch Amulet,¿¤´õÀÇ°¡Áö,jRO,regional_resource_reused,"7939,25221,28422",,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
490035,Pendant_of_Solomon,Solomon's Pendant,Solomon's Pendant,Pendant_of_Solomon,jRO,regional_resource_reused,"490152,490153,490155,490156,490164,490165,490166,490167",,Accessories,Armor,,Left_Accessory,100,0,0,0,0,0,False,False,200000
490036,Pendant_of_Solomon_,Solomon's Pendant,Solomon's Pendant,Pendant_of_Solomon,jRO,regional_resource_reused,"490152,490153,490155,490156,490164,490165,490166,490167",,Accessories,Armor,,Left_Accessory,100,0,1,1,0,0,False,False,200000
28582,HigherSaurelCharm_J,Special Horse Mackerel Amulet,Special Tuna Amulet,Àü°»ÀÌ,jRO,regional_resource_reused,"13068,28413,28414,28415",,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
28585,HigherLeafCharm_J,Special Leaf Amulet,Special Leaf Amulet,±¸¾à,jRO,regional_resource_reused,"7792,28416,28417,28418",,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
28588,HigherRabbitCharm_J,Special Rabbit Amulet,Special Rabbit Amulet,ºÀÁ¦ÀÎÇü,jRO,regional_resource_reused,"740,6996,25143,28419,28420,28421",,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
28564,Valkyrie_Drop,Valkyrie Drop,Valkyrie Drop,Valkyrie_Drop,jRO,regional_resource_reused,102900,,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
28500,Fanatic_Necklace,Zealous Necklace,Zealous Necklace,½Å°üÀÇ¸ñ°ÉÀÌ,jRO,regional_resource_reused,28387,,Accessories,Armor,,Both_Accessory,100,0,1,1,0,0,False,False,200000
15045,Armor_Of_Valor,Armor Of Valor,Armor of Valor,¸ÞÀÏ,idRO,regional_resource_reused,"2314,2315,2377,15063",,Armor,Armor,,Armor,0,0,0,0,0,0,False,False,100000
15057,Pure_White_Apron,Pure White Apron,White Apron,ÇÏ´ÃÇÏ´Ã¾ÕÄ¡¸¶,jRO,regional_resource_reused,661,,Armor,Armor,,Armor,0,0,1,1,0,0,True,False,100000
15114,Wedding_Dress_,Wedding Dress,Wedding Dress,¿þµùµå·¹½º,jRO,regional_resource_reused,2338,,Armor,Armor,,Armor,0,0,0,1,0,0,True,False,100000
15022,Brazil_Swimsuit,Brazil Swimsuit,Swimming Suit,ºê¶óÁú¼ö¿µº¹,iRO,regional_resource_reused,"15174,15210",,Armor,Armor,,Armor,1,0,0,0,0,0,True,False,100000
15275,Doram_Only_Suit_J,Doram Suit,Doram Suit,µµ¶÷¿Ê,jRO,regional_resource_reused,"15126,15129,15156",,Armor,Armor,,Armor,1,0,1,1,0,0,True,False,100000
15276,Doram_High_Suit_J,High-End Doram Suit,Luxury Doram Suit,µµ¶÷¿Ê,jRO,regional_resource_reused,"15126,15129,15156",,Armor,Armor,,Armor,1,0,1,1,0,0,True,False,100000
15072,Nectar_Suit,Nectar Suit,Nectar Suit,ÀÎÅ©·¹µðºí¿ÜÅõ,jRO,regional_resource_reused,"2397,15031",,Armor,Armor,,Armor,1,0,1,1,0,0,True,False,100000
15071,Valkyrie_Robe,Valkyrian Robe,Valkyrie Robe,ÇÁ·¹ÀÌ¾ßÀÇ¿ÜÅõ,jRO,regional_resource_reused,"2369,15007,15167",,Armor,Armor,,Armor,1,0,1,1,0,0,True,False,100000
15274,White_Eco_Shirt_J,White Leaf T-Shirt,White Leaf T-shirt,ÇÏ¾áÄ£È¯°æ¼ÅÃ÷,jRO,regional_resource_reused,15151,,Armor,Armor,,Armor,1,0,1,0,0,0,False,False,100000
15273,White_Shirt_J,White T-Shirt,White T-shirt,ÇÏ¾á¼ÅÃ÷,jRO,regional_resource_reused,"15150,29224",,Armor,Armor,,Armor,1,0,1,0,0,0,False,False,100000
5829,Ordinary_Armor,Ordinary Armor,Ordinary Armor,¿ìµç¸ÞÀÏ,iRO,regional_resource_reused,"2328,2329",,Armor,Armor,,Armor,30,0,0,0,0,0,True,False,100000
15122,Botany_Mail,Botany Mail,Botany Mail,º¸Å¸´Ï¸ÞÀÏ,jRO,regional_resource_reused,15141,,Armor,Armor,,Armor,50,0,1,1,0,0,True,False,100000
15102,Hunter_Mail,Hunter Mail,Hunter's Mail,ÇåÅÍ¸ÞÀÏ,jRO,regional_resource_reused,450004,,Armor,Armor,,Armor,50,0,1,1,0,0,True,False,100000
15170,Goibne's_Armor_,Goibne's Armor,Goibne's Armor,°Ôºê³×ÀÌÀÇ°©¿Ê,jRO,regional_resource_reused,"2354,2384",,Armor,Armor,,Armor,54,0,1,1,0,0,True,False,100000
15041,Boitata_Armor,Boitata Armor,Boitata Armor,µå·¡°ïÀÇ¼û°á,iRO,regional_resource_reused,2527,,Armor,Armor,,Armor,60,0,1,1,0,0,True,False,100000
18863,Exorcist_Robe,Exorcist Robe,Exorcist Robe,È¦¸®·Îºê,jRO,regional_resource_reused,"2327,2373",,Armor,Armor,,Armor,60,0,1,1,0,0,True,False,100000
15092,Black_Tortoise_Armor,Black Turtle Armor,Armor of Genbu,Çö¹«ÀÇ°©¿Ê,jRO,regional_resource_reused,15354,,Armor,Armor,,Armor,70,0,1,1,0,0,True,False,100000
18862,Armor_Chiu_J,Chiu Armor,Armor of Chiyou,Ä¡¿ìÀÇ°©¿Ê,jRO,regional_resource_reused,15346,,Armor,Armor,,Armor,70,0,1,1,0,0,True,False,100000
15103,Kirin_Armor,Kirin Armor,Kirin Armor,±â¸°ÀÇ°©¿Ê,jRO,regional_resource_reused,15353,,Armor,Armor,,Armor,70,0,1,1,0,0,False,False,100000
15139,Shepherd_Cloth,Shepherd Clothes,Shepherd Clothes,½¦ÆÛµåÅ¬·Î½º,jRO,regional_resource_reused,450002,,Armor,Armor,,Armor,70,0,1,1,0,0,True,False,100000
15108,VenomInsect_Armor,Venomous Insect Armor,Venomous Insect Armor,µ¶ÃæÀÇ°©¿Ê,jRO,regional_resource_reused,15347,,Armor,Armor,,Armor,70,0,1,1,0,0,True,False,100000
15086,Vermilion_Bird_Armor,Vermilion Bird Armor,Armor of Suzaku,È­¿°ÀÇ°©¿Ê,jRO,regional_resource_reused,15008,,Armor,Armor,,Armor,70,0,1,1,0,0,True,False,100000
15134,Vicious_Cloth,Vicious Cloth,Vicious Clothes,ºñ¼Å½ºÅ¬·Î½º,jRO,regional_resource_reused,450003,,Armor,Armor,,Armor,70,0,1,1,0,0,True,False,100000
15162,Lounge_Suit_,Lounge Suit,Lounge Suit,±Û¸®ÅÍ¸µÅ¬·Î½º,jRO,regional_resource_reused,"2319,15067,15089",,Armor,Armor,,Armor,80,0,1,1,0,0,True,False,100000
15175,Armor_Of_Flamedragon,Flame Dragon Armor,Flame Dragon Armor,¿°·æÀÇ°©¿Ê,jRO,regional_resource_reused,15278,,Armor,Armor,,Armor,90,0,1,1,0,0,True,False,100000
15196,Armor_Of_Seadragon,Sea Dragon Armor,Sea Dragon Armor,ÇØ·æÀÇ°©¿Ê,jRO,regional_resource_reused,15279,,Armor,Armor,,Armor,90,0,1,1,0,0,True,False,100000
15367,Astraea_Armor,Asteria's Armor,Astraea Armor,µð¹Ù·Îºê,iRO,regional_resource_reused,"15250,450184",,Armor,Armor,,Armor,94,0,1,1,0,0,True,False,100000
15082,AB_Battle_Armor,Arcbishop Battle Armor,Archbishop Battle Armor,ÀÚ¾ÖÀÇ·Îºê,bRO,regional_resource_reused,15029,,Armor,Armor,,Armor,99,0,1,1,0,0,True,False,100000
