Item ID,AegisName,English Name,Category,SubType,EquipLevelMin,Slots,NPC Route,Price
1496,Thanos_Long_Spear,Thanos Long Spear,Weapons,2hSpear,120,1,Equipment Archive > Weapons > Lv 100-129,200000
1499,Thanos_Long_Spear_J,Requiem Lance,Weapons,2hSpear,100,0,Equipment Archive > Weapons > Lv 100-129,200000
1584,Chilly_Spell_Book,Cold Magic Book,Weapons,Book,100,2,Equipment Archive > Weapons > Lv 100-129,200000
1590,Snake_Encyclopedia,Daizenshu Dakatsu,Weapons,Book,105,2,Equipment Archive > Weapons > Lv 100-129,200000
1598,Snake_Encyclopedia_,Daizenshu Dakatsu,Weapons,Book,105,3,Equipment Archive > Weapons > Lv 100-129,200000
1657,Wand_Of_Affection,Wand Of Affection,Weapons,Staff,100,2,Equipment Archive > Weapons > Lv 100-129,200000
1669,Thanos_Staff,Thanos Staff,Weapons,Staff,120,1,Equipment Archive > Weapons > Lv 100-129,200000
1671,Staff_Of_Evil_Slayer,Evil Slayer Vanquisher Staff,Weapons,Staff,100,1,Equipment Archive > Weapons > Lv 100-129,200000
1677,Ru_Blue_Wand,Ru Blue Wand,Weapons,Staff,100,1,Equipment Archive > Weapons > Lv 100-129,200000
1678,Ru_Gold_Wand,Ru Gold Wand,Weapons,Staff,120,2,Equipment Archive > Weapons > Lv 100-129,200000
1679,Rafini_Staff_S,Laphine Staff,Weapons,Staff,100,2,Equipment Archive > Weapons > Lv 100-129,200000
1698,Thanos_Staff_J,Requiem Arc Wand,Weapons,Staff,100,0,Equipment Archive > Weapons > Lv 100-129,200000
1836,Thanos_Knuckle,Thanos Knuckle,Weapons,Knuckle,120,1,Equipment Archive > Weapons > Lv 100-129,200000
1840,Thanos_Knuckle_J,Requiem Knuckle,Weapons,Knuckle,100,0,Equipment Archive > Weapons > Lv 100-129,200000
1841,Claw_Of_Flash_,Claw of Flash,Weapons,Knuckle,105,3,Equipment Archive > Weapons > Lv 100-129,200000
1842,Diva_Claw,Diva Claw,Weapons,Knuckle,150,1,Equipment Archive > Weapons > Lv 130-159,500000
1843,Mirage_Claw,Mirage Claw,Weapons,Knuckle,150,1,Equipment Archive > Weapons > Lv 130-159,500000
1844,Sinister_Fist_J,Fist of Evil,Weapons,Knuckle,100,0,Equipment Archive > Weapons > Lv 100-129,200000
1847,Iron_Nail_K,Iron Nail,Weapons,Knuckle,100,2,Equipment Archive > Weapons > Lv 100-129,200000
1861,Variant_Claw,Abyss Claw,Weapons,Knuckle,165,1,Equipment Archive > Weapons > Lv 160-199,1000000
1862,Burning_Knuckle_OS,Burning Knuckle-OS,Weapons,Knuckle,130,2,Equipment Archive > Weapons > Lv 130-159,500000
1865,Combo_Fist,Raging Dragon Fist,Weapons,Knuckle,170,2,Equipment Archive > Weapons > Lv 160-199,1000000
1866,Asura_Bandage,Dedicated Bandage,Weapons,Knuckle,170,2,Equipment Archive > Weapons > Lv 160-199,1000000
1867,Ein_1HKNUCK,Safety Knuckle,Weapons,Knuckle,170,2,Equipment Archive > Weapons > Lv 160-199,1000000
1868,Combo_Fist_J,Fierce Dragon Fighting,Weapons,Mace,100,1,Equipment Archive > Weapons > Lv 100-129,200000
1869,Asura_Bandage_J,Fighting God's Vantage,Weapons,Mace,100,1,Equipment Archive > Weapons > Lv 100-129,200000
1870,R_Knuckle,Royal Knuckle,Weapons,Knuckle,170,2,Equipment Archive > Weapons > Lv 160-199,1000000
1872,Knuckle_Of_Infinite,Knuckle of Infinite,Weapons,Knuckle,130,0,Equipment Archive > Weapons > Lv 130-159,500000
1873,Comp_Iron_Nail_K,[Not For Sale] Iron Nail,Weapons,Knuckle,100,2,Equipment Archive > Weapons > Lv 100-129,200000
1933,Thanos_Violin,Thanos Violin,Weapons,Musical,120,1,Equipment Archive > Weapons > Lv 100-129,200000
1936,Ru_Blue_Violin,Ru Blue Violin,Weapons,Musical,100,1,Equipment Archive > Weapons > Lv 100-129,200000
1937,Ru_Gold_Violin,Ru Gold Violin,Weapons,Musical,120,2,Equipment Archive > Weapons > Lv 100-129,200000
1938,Viollin_Of_Infinite,Infinity Violin,Weapons,Musical,100,1,Equipment Archive > Weapons > Lv 100-129,200000
1940,Trumpet_Shell,Trumpet Shell,Weapons,Musical,130,1,Equipment Archive > Weapons > Lv 130-159,500000
1942,Thanos_Violin_J,Requiem Violin,Weapons,Musical,100,0,Equipment Archive > Weapons > Lv 100-129,200000
1945,Diva_Viollin,Diva Viollin,Weapons,Musical,150,1,Equipment Archive > Weapons > Lv 130-159,500000
1946,Mirage_Viollin,Mirage Viollin,Weapons,Musical,150,1,Equipment Archive > Weapons > Lv 130-159,500000
1947,Sinister_Viollin_J,Violin of Evil,Weapons,Musical,100,0,Equipment Archive > Weapons > Lv 100-129,200000
1948,Hippie_Guitar_J,Hippie Guitar,Weapons,Musical,130,3,Equipment Archive > Weapons > Lv 130-159,500000
1988,Thanos_Whip,Thanos Whip,Weapons,Whip,120,1,Equipment Archive > Weapons > Lv 100-129,200000
1991,Ru_Blue_Whip,Ru Blue Whip,Weapons,Whip,100,1,Equipment Archive > Weapons > Lv 100-129,200000
1992,Ru_Gold_Whip,Ru Gold Whip,Weapons,Whip,120,2,Equipment Archive > Weapons > Lv 100-129,200000
1993,Concertina_Wire,Barbed Wire,Weapons,Whip,105,1,Equipment Archive > Weapons > Lv 100-129,200000
1994,Whip_Of_Infinite,Infinity Whip,Weapons,Whip,100,1,Equipment Archive > Weapons > Lv 100-129,200000
1998,Thanos_Whip_J,Requiem Blade Whip,Weapons,Whip,100,0,Equipment Archive > Weapons > Lv 100-129,200000
2007,Golden_Rod_Staff,Golden Rod Staff,Weapons,2hStaff,100,2,Equipment Archive > Weapons > Lv 100-129,200000
2008,Aqua_Staff,Aqua Staff,Weapons,2hStaff,100,2,Equipment Archive > Weapons > Lv 100-129,200000
2009,Crimson_Staff,Crimson Staff,Weapons,2hStaff,100,2,Equipment Archive > Weapons > Lv 100-129,200000
2010,Forest_Staff,Forest Staff,Weapons,2hStaff,100,2,Equipment Archive > Weapons > Lv 100-129,200000
2021,Ganbantein,Ganbantein,Weapons,Staff,100,0,Equipment Archive > Weapons > Lv 100-129,200000
2022,Staff_Of_Geffen,Staff of Geffen,Weapons,2hStaff,150,1,Equipment Archive > Weapons > Lv 130-159,500000
2023,Thanos_Rod,Thanos Two-Handed Staff,Weapons,2hStaff,120,1,Equipment Archive > Weapons > Lv 100-129,200000
2024,D_Staff_Of_Infinite,Infinity Two-Handed Staff,Weapons,2hStaff,100,1,Equipment Archive > Weapons > Lv 100-129,200000
2028,Aion_Staff,Iron Staff,Weapons,2hStaff,110,2,Equipment Archive > Weapons > Lv 100-129,200000
2032,Thanos_Rod_J,Requiem Wizardry Staff,Weapons,Staff,100,0,Equipment Archive > Weapons > Lv 100-129,200000
2034,Avenger_Wizardy_Staff,Avenger Wizard Staff,Weapons,2hStaff,100,0,Equipment Archive > Weapons > Lv 100-129,200000
2035,Diva_Staff,Diva Staff,Weapons,2hStaff,150,1,Equipment Archive > Weapons > Lv 130-159,500000
2036,Mirage_Staff,Mirage Staff,Weapons,2hStaff,150,1,Equipment Archive > Weapons > Lv 130-159,500000
2037,Sinister_Staff_J,Staff of Evil,Weapons,2hStaff,100,0,Equipment Archive > Weapons > Lv 100-129,200000
2038,Staff_170_J,Sunflower Kid,Weapons,2hStaff,150,1,Equipment Archive > Weapons > Lv 130-159,500000
2041,Jirant_Staff,Flame Thunder Witch's Wand,Weapons,2hStaff,130,1,Equipment Archive > Weapons > Lv 130-159,500000
2042,Neev_Wizardy_Staff,Neev Wizardy Staff,Weapons,2hStaff,170,1,Equipment Archive > Weapons > Lv 160-199,1000000
2043,Neev_Arc_Wand,Neev Arc Wand,Weapons,2hStaff,170,1,Equipment Archive > Weapons > Lv 160-199,1000000
2044,Neev_Holy_Stick,Neev Holy Stick,Weapons,2hStaff,170,1,Equipment Archive > Weapons > Lv 160-199,1000000
2045,Neev_Divine_Cross,Neev Divine Cross,Weapons,2hStaff,170,1,Equipment Archive > Weapons > Lv 160-199,1000000
2047,Jirant_Staff_BR,Witch's Staff,Weapons,2hStaff,130,1,Equipment Archive > Weapons > Lv 130-159,500000
2048,Iron_Staff,Aeon Staff,Weapons,2hStaff,100,2,Equipment Archive > Weapons > Lv 100-129,200000
2053,Variant_Staff,Abyss Staff,Weapons,2hStaff,165,1,Equipment Archive > Weapons > Lv 160-199,1000000
2055,Staff_Of_Miracle,Staff of Miracle,Weapons,2hStaff,170,2,Equipment Archive > Weapons > Lv 160-199,1000000
2056,Gravitation_Staff,Gravitation Staff,Weapons,2hStaff,170,2,Equipment Archive > Weapons > Lv 160-199,1000000
2057,Adorare_Staff,Adorare Staff,Weapons,2hStaff,170,2,Equipment Archive > Weapons > Lv 160-199,1000000
2058,Ein_BHSTAFF,Detecting Staff,Weapons,2hStaff,170,2,Equipment Archive > Weapons > Lv 160-199,1000000
2059,Survival_Staff_IL_J,Illusion Survivor's Staff,Weapons,2hStaff,150,1,Equipment Archive > Weapons > Lv 130-159,500000
2060,R_Magician_Staff,Royal Magician Staff,Weapons,2hStaff,170,2,Equipment Archive > Weapons > Lv 160-199,1000000
2061,Staff_Of_Miracle_J,Staff of Miracle,Weapons,2hStaff,100,1,Equipment Archive > Weapons > Lv 100-129,200000
2062,Gravitation_Staff_J,Gravitation Staff,Weapons,2hStaff,100,1,Equipment Archive > Weapons > Lv 100-129,200000
2063,Adorare_Staff_J,Wand of Worship,Weapons,2hStaff,100,1,Equipment Archive > Weapons > Lv 100-129,200000
2064,Comp_Iron_Staff,[Not For Sale] Aeon Staff,Weapons,2hStaff,100,2,Equipment Archive > Weapons > Lv 100-129,200000
2156,Bible_Of_Promise1,Bible of Promise(1st Vol.),Shields,Shield,110,1,Equipment Archive > Shields > Lv 100-129,200000
2171,Fox_Armguard,Fox Wrist Guard,Shields,Shield,100,1,Equipment Archive > Shields > Lv 100-129,200000
2172,Wolf_Armguard,Wolf Wrist Guard,Shields,Shield,100,1,Equipment Archive > Shields > Lv 100-129,200000
2173,Crescent_Armguard,Crescent Wrist Guard,Shields,Shield,100,1,Equipment Archive > Shields > Lv 100-129,200000
2182,Hervor_Alvitr,Hervor Alvitr,Shields,Shield,100,0,Equipment Archive > Shields > Lv 100-129,200000
2187,Shield_Of_Gray,Shield of Gray,Shields,Shield,120,1,Equipment Archive > Shields > Lv 100-129,200000
2190,Ancient_Shield_Of_Aeon,Ancient Shield Of Aeon,Shields,Shield,130,0,Equipment Archive > Shields > Lv 130-159,500000
2196,White_Gold_Shield,White Gold Shield,Shields,Shield,100,1,Equipment Archive > Shields > Lv 100-129,200000
2198,Lapine_Shield,Lapine Shield,Shields,Shield,100,1,Equipment Archive > Shields > Lv 100-129,200000
2467,Golden_Rod_Shoes,Golden Rod Shoes,Shoes,Shoes,100,0,Equipment Archive > Shoes > Lv 100-129,200000
2468,Aqua_Shoes,Aqua Shoes,Shoes,Shoes,100,0,Equipment Archive > Shoes > Lv 100-129,200000
2469,Crimson_Shoes,Crismons Shoes,Shoes,Shoes,100,0,Equipment Archive > Shoes > Lv 100-129,200000
2470,Forest_Shoes,Forest Shoes,Shoes,Shoes,100,0,Equipment Archive > Shoes > Lv 100-129,200000
2471,Shoes_Of_Affection,Shoes Of Affection,Shoes,Shoes,100,0,Equipment Archive > Shoes > Lv 100-129,200000
2472,Shoes_Of_Judgement,Shoes Of Judgement,Shoes,Shoes,100,0,Equipment Archive > Shoes > Lv 100-129,200000
2475,Ur_Greave,Ur's Greaves,Shoes,Shoes,100,1,Equipment Archive > Shoes > Lv 100-129,200000
2476,Peuz_Greave,Peuz's Greaves,Shoes,Shoes,100,1,Equipment Archive > Shoes > Lv 100-129,200000
2477,Sabah_Shoes,Sapha Shoes,Shoes,Shoes,100,1,Equipment Archive > Shoes > Lv 100-129,200000
2478,Nab_Shoes,Nab Shoes,Shoes,Shoes,100,1,Equipment Archive > Shoes > Lv 100-129,200000
2479,White_Wing_Boots,White Wing Boots,Shoes,Shoes,100,1,Equipment Archive > Shoes > Lv 100-129,200000
2480,Black_Wing_Boots,Black Wing Boots,Shoes,Shoes,100,1,Equipment Archive > Shoes > Lv 100-129,200000
2495,Egir_Shoes,Egir Shoes,Shoes,Shoes,110,1,Equipment Archive > Shoes > Lv 100-129,200000
2568,Muffler_Of_Roki,Loki's Muffler,Garments,Garment,100,0,Equipment Archive > Garments > Lv 100-129,200000
2569,Shawl_Of_Affection,Shawl Of Affection,Garments,Garment,100,0,Equipment Archive > Garments > Lv 100-129,200000
2570,Shawl_Of_Judgement,Shawl Of Judgement,Garments,Garment,100,0,Equipment Archive > Garments > Lv 100-129,200000
2574,Ur_Manteau,Ur's Manteau,Garments,Garment,100,0,Equipment Archive > Garments > Lv 100-129,200000
2575,Peuz_Manteau,Peuz's Manteau,Garments,Garment,100,0,Equipment Archive > Garments > Lv 100-129,200000
2577,Sabah_Hood,Sapha Hood,Garments,Garment,100,0,Equipment Archive > Garments > Lv 100-129,200000
2578,Nab_Hood,Nab Hood,Garments,Garment,100,0,Equipment Archive > Garments > Lv 100-129,200000
2580,White_Wing_Manteau,White Wing Manteau,Garments,Garment,100,0,Equipment Archive > Garments > Lv 100-129,200000
2581,Black_Wing_Manteau,Black Wing Manteau,Garments,Garment,100,0,Equipment Archive > Garments > Lv 100-129,200000
2582,Salvage_Cape,Salvage Cape,Garments,Garment,130,0,Equipment Archive > Garments > Lv 130-159,500000
2915,Ettlang_Keepsake,Ettlang Keepsake,Accessories,Accessory,100,0,Equipment Archive > Accessories > Lv 100-129,200000
2923,Str_Glove_,Str Glove,Accessories,Accessory,100,1,Equipment Archive > Accessories > Lv 100-129,200000
2924,Int_Glove_,Int Glove,Accessories,Accessory,100,1,Equipment Archive > Accessories > Lv 100-129,200000
2925,Agi_Glove_,Agi Glove,Accessories,Accessory,100,1,Equipment Archive > Accessories > Lv 100-129,200000
2926,Vit_Glove_,Vit Glove,Accessories,Accessory,100,1,Equipment Archive > Accessories > Lv 100-129,200000
2927,Dex_Glove_,Dex Glove,Accessories,Accessory,100,1,Equipment Archive > Accessories > Lv 100-129,200000
2928,Luk_Glove_,Luk Glove,Accessories,Accessory,100,1,Equipment Archive > Accessories > Lv 100-129,200000
2981,RingOfHero,Warrior's Ring,Accessories,Accessory,160,0,Equipment Archive > Accessories > Lv 160-199,1000000
2992,Pendant_Of_Maelstorm,Pendant of Maelstrom,Accessories,Accessory,130,1,Equipment Archive > Accessories > Lv 130-159,500000
2995,Supplement_Part_Dex,Supplement Part Dex,Accessories,Accessory,100,1,Equipment Archive > Accessories > Lv 100-129,200000
2996,Upgrade_Part_Gun_Barrel,Upgrade Part - Gun Barrel,Accessories,Accessory,100,1,Equipment Archive > Accessories > Lv 100-129,200000
5364,Dark_Snake_Lord_Hat,Evil Snake Lord Hat,Headgear,Headgear,150,1,Equipment Archive > Headgear > Lv 130-159,500000
5746,Rune_Circlet,Rune Circlet,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5747,Mitra,Mitra,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5748,Sniper_Goggle,Sniper Goggles,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5749,Driver_Band,Driver Band,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5750,Shadow_Handicraft,Shadow Crown,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5751,Minstrel_Song_Hat,Minstrel Song Hat,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5752,Midas_Whisper,Midas Whispers,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5753,Magic_Stone_Hat,Magic Stone Hat,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5754,Blazing_Soul,Burning Spirit,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5755,Silent_Executer,Silent Enforcer,Headgear,Headgear,100,0,Equipment Archive > Headgear > Lv 100-129,200000
5756,Wind_Whisper,Wispers of Wind,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5757,Schmidt_Helm,Reissue Schmitz Helm,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5758,Dying_Swan,Resting Swan,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5760,Driver_Band_,Driver Band,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5897,Ascendant_Crown_,Ascendant Crown,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5898,Autumn_Headband,Autumn Headband,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5899,Black_Ribbon_,Black Ribbon,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5900,Divine_Guard_Hat_,Divine Guard Hat,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5901,Focus_Beret_,Focus Beret,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5902,Harvester_Hat_,Harvester Hat,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5904,Inconspicuous_Hat_,Inconspicuous Hat,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5905,Lyrica_Hat_,Lyrica Hat,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5906,Oni_Horns_,Oni Horns,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5907,Sea_Captain_Hat_,Sea Captain Hat,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5909,C_Valkyrie_Circlet,Costume Valkyrie Circlet,Costumes,Costume,1,0,Costume Capsule,100000
5911,C_Imperial_Feather,Costume Imperial Feather,Costumes,Costume,0,0,Costume Capsule,100000
5912,C_Minions_Of_Devil,Costume Servant Deviling,Costumes,Costume,0,0,Costume Capsule,100000
5913,C_Anemos_Mask,Costume Mask of Anemos,Costumes,Costume,0,0,Costume Capsule,100000
5914,C_Flutter_Butterfly,Costume Flutter Butterfly,Costumes,Costume,1,0,Costume Capsule,100000
5915,C_Angel_Veil,Costume Angel Veil,Costumes,Costume,0,0,Costume Capsule,100000
5965,Riot_Chip_J,Riot Chip,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5967,FlyingGalapago,Flying Galapago,Headgear,Headgear,110,0,Equipment Archive > Headgear > Lv 100-129,200000
5969,QueenAnzRevenge,Queen Anz Revenge,Headgear,Headgear,100,1,Equipment Archive > Headgear > Lv 100-129,200000
5977,C_Poker_Card_In_Mouth,Costume: Poker Card In Mouth,Costumes,Costume,0,0,Costume Capsule,100000
5979,C_Angel_Fluttering,Costume Fluttering Angel's Wing,Costumes,Costume,1,0,Costume Capsule,100000
5980,C_Classical_Fhat,Costume Classical Feather Hat,Costumes,Costume,1,0,Costume Capsule,100000
5981,C_Satanic_Chain_P,Costume Flapping Devil Wings,Costumes,Costume,0,0,Costume Capsule,100000
9001,Poring_Egg,Poring Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9002,Drops_Egg,Drops Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9003,Poporing_Egg,Poporing Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9004,Lunatic_Egg,Lunatic Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9005,Picky_Egg,Picky Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9006,Chonchon_Egg,Chonchon Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9007,Steel_Chonchon_Egg,Steel Chonchon Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9008,Hunter_Fly_Egg,Hunter Fly Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9009,Savage_Bebe_Egg,Savage Babe Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9010,Baby_Desert_Wolf_Egg,Baby Desert Wolf Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9011,Rocker_Egg,Rocker Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9012,Spore_Egg,Spore Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9013,Poison_Spore_Egg,Poison Spore Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9014,PecoPeco_Egg,Peco Peco Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9015,Smokie_Egg,Smokie Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9016,Yoyo_Egg,Yoyo Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9017,Orc_Warrior_Egg,Orc Warrior Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9018,Munak_Egg,Munak Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9019,Dokkaebi_Egg,Dokebi Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9020,Sohee_Egg,Sohee Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9021,Isis_Egg,Isis Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9022,Green_Petite_Egg,Green Petite Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9023,Deviruchi_Egg,Deviruchi Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9024,Bapho_Jr._Egg,Bapho Jr. Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9025,Bongun_Egg,Bongun Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9026,Zherlthsh_Egg,Zealotus Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9027,Alice_Egg,Alice Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9028,Rice_Cake_Egg,Hard Rice Cake,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9029,Santa_Goblin_Egg,Christmas Goblin's Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9030,Chung_E_Egg,Green Maiden Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9031,Spring_Rabbit_Egg,Spring Rabbit Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9032,Knife_Goblin_Egg,Knife Goblin Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9033,Flail_Goblin_Egg,Flail Goblin Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9034,Hammer_Goblin_Egg,Hammer Goblin Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9035,Red_Deleter_Egg,Red Deleter Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9036,Diabolic_Egg,Diabolic Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9037,Wanderer_Egg,Wanderer Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9038,New_Year_Doll_Egg,New Year Doll Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9039,Bacsojin_Egg,Bacsojin Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9040,Civil_Servant_Egg,Civil Servant Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9041,Leaf_Cat_Egg,Leaf Cat Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9042,Loli_Ruri_Egg,Loli Ruri Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9043,Marionette_Egg,Marionette Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9044,Shinobi_Egg,Shinobi Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9045,Whisper_Egg,Whisper Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9046,Goblin_Leader_Egg,Goblin Leader Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9047,Wicked_Nymph_Egg,Wicked Nymph Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9048,Miyabi_Ningyo_Egg,Miyabi Ningyo Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
9049,Dullahan_Egg,Dullahan Egg,Pet Eggs,PetEgg,0,0,Pet Archive > Pet Eggs,200000
