Tier,Job Family,Slot,Item ID,AegisName,Display Name,Database Type,Direct Price,Validation
General,General shadows,Shadow Shield,24206,S_Geist_Shield,Exorcism Shadow Shield,Shadowgear,300000,PASS
General,General shadows,Shadow Shield,24207,S_Divine_Shield,Divine Shadow Shield,Shadowgear,300000,PASS
General,General shadows,Shadow Shield,24209,S_Expert_Shield,Expert Shadow Shield,Shadowgear,300000,PASS
General,General shadows,Shadow Shield,24211,S_Beginner_Shield,Beginner Shadow Shield,Shadowgear,300000,PASS
General,General shadows,Shadow Shield,24213,S_Rookie_Shield,Rookie Shadow Shield,Shadowgear,300000,PASS
General,General shadows,Shadow Shield,24215,S_Advanced_Shield,Advanced Shadow Shield,Shadowgear,300000,PASS
General,General shadows,Shadow Shield,24232,S_Blitz_Shield,Blitz Shadow Shield,Shadowgear,300000,PASS
General,General shadows,Shadow Shield,24241,S_Caster_Shield,Caster Shadow Shield,Shadowgear,300000,PASS
General,General shadows,Shadow Shield,24244,S_Reload_Shield,Reload Shadow Shield,Shadowgear,300000,PASS
General,General shadows,Shadow Shield,24323,S2_Spell_Flow_Shield,Spellflow Shadow Shield II,Shadowgear,300000,PASS
General,General shadows,Shadow Shield,24327,S_Sigrun_Shield,Sigrun Shadow Shield,Shadowgear,300000,PASS
General,General shadows,Shadow Shield,24332,S_Critical_Shield,Critical Shadow Shield,Shadowgear,300000,PASS
General,General shadows,Shadow Shield,24336,S2_Gemstone_Shield,Gemstone Shadow Shield II,Shadowgear,300000,PASS
General,General shadows,Shadow Shield,24342,S_AllRace_Shield,All Race Shadow Shield,Shadowgear,300000,PASS
General,General shadows,Shadow Shield,24345,S_Tempest_Shield,Tempest Shadow Shield,Shadowgear,300000,PASS
General,General shadows,Shadow Shield,24366,S_Healing_Shield,Healing Shadow Shield,Shadowgear,300000,PASS
General,General shadows,Shadow Shield,24374,S_Penetration_Shield,Penetration Shadow Shield,Shadowgear,300000,PASS
General,General shadows,Shadow Shield,24394,S_Physical_Shield,Physical Shadow Shield,Shadowgear,300000,PASS
General,General shadows,Shadow Shield,24397,S_Magical_Shield,Magical Shadow Shield,Shadowgear,300000,PASS
General,General shadows,Shadow Shield,24399,S_ImmunedAthena_Shield,Immune Athena Shadow Shield,Shadowgear,300000,PASS
General,General shadows,Shadow Shield,24674,S_Mammoth_Shield,Mammoth Shadow Shield,ShadowGear,300000,PASS
General,General shadows,Shadow Shield,24683,S_EXP_Shield,Experience Shadow Shield,ShadowGear,300000,PASS
General,General shadows,Shadow Shield,24685,S_Absorb_Shield,Absorb Shadow Shield,ShadowGear,300000,PASS
General,General shadows,Shadow Shield,24722,S_AutoSpell_Shield,Auto Spell Shadow Shield,ShadowGear,300000,PASS
General,General shadows,Shadow Shield,24732,S_Hasty_Shield,Hasty Shadow Shield,ShadowGear,300000,PASS
General,General shadows,Shadow Shield,24733,S_Infinity_Shield,Infinity Shadow Shield,ShadowGear,300000,PASS
General,General shadows,Shadow Shield,24735,S_Durable_Shield,Durable Shield Shadow,ShadowGear,300000,PASS
General,General shadows,Shadow Shield,24737,S_Clever_Shield,Clever Shield Shadow,ShadowGear,300000,PASS
General,General shadows,Shadow Shield,24746,S_S_Reload_Shield,Separate Reload Shadow Shield,ShadowGear,300000,PASS
General,General shadows,Shadow Shield,24752,S_P_Power_Shield,Physical Power Shadow Shield,ShadowGear,300000,PASS
General,General shadows,Shadow Shield,24754,S_M_Spell_Shield,Magical Spell Shadow Shield,ShadowGear,300000,PASS
General,General shadows,Shadow Shield,24756,S_Concentration_Shield,Concentration Shadow Shield,ShadowGear,300000,PASS
General,General shadows,Shadow Shield,24758,S_Wisdom_Shield,Wisdom Shadow Shield,ShadowGear,300000,PASS
General,General shadows,Shadow Shield,24760,S_Stamina_Shield,Stamina Shadow Shield,ShadowGear,300000,PASS
General,General shadows,Shadow Shield,24762,S_Creative_Shield,Creative Shadow Shield,ShadowGear,300000,PASS
General,General shadows,Shadow Shield,24767,S_Mega_Blitz_Shield,Mega Blitz Shadow Shield,ShadowGear,300000,PASS
General,General shadows,Shadow Shield,24780,1LvShieldS,1Lv Shadow Shield,ShadowGear,300000,PASS
General,General shadows,Shadow Shield,24793,S_Master_Shield,Master Shadow Shield,ShadowGear,300000,PASS
General,General shadows,Shadow Armor,15280,S_CriticalHit_Armor,Critical Hit Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24000,T_Str1_Armor_S,Shadow Armor (Tier 1),Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24006,T_Str2_Armor_S,Shadow Armor (Tier 2),Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24013,S_Promotion_Armor,Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24024,S_Breezy_Armor,Breeze Armor (Shadow),Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24027,S_Immune_Armor,Immune Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24028,S_Hard_Armor,Hard Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24029,S_Ancient_Armor,Ancient Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24030,S_Critical_Armor,Critital Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24037,S_Dexterous_Armor,Dexterous Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24040,S_Lucky_Armor,Lucky Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24072,S_Big_Armor,Large Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24073,S_Medium_Armor,Medium Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24074,S_Small_Armor,Small Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24081,S_Malicious_Armor,Malicious Shas Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24084,S_Gemstone_Armor,Gemstone Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24091,S_Plasterer's_Armor,Harrods Plaster Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24093,S_Insomniac_Armor,Insomnia Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24095,S_Peerless_Armor,Peerless Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24097,S_Adurate_Armor,Andre Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24112,S_Spell_Flow_Armor,Spellflow Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24114,S_Greed_Armor,Grid Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24120,S_Heal_Armor,Heal Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24126,S_Hiding_Armor,Hiding Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24132,S_Cloaking_Armor,Cloaking Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24138,S_Teleport_Armor,Teleport Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24144,S_Steal_Armor,Steal Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24154,S_Immortal_Armor,Solid Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24180,S_Bearers_Armor,Bearer's Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24186,S_Basis_Armor,Basis Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24187,S_Hallowed_Armor,Hallowed Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24188,S_Saharic_Armor,Underneith Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24189,S_Underneath_Armor,Underneath Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24190,S_Flam_Armor,Flame Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24191,S_Windy_Armor,Windy Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24192,S_Envenom_Armor,Envenom Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24193,S_Damned_Armor,Damned Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24194,S_Geist_Armor,Exorcism Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24195,S_Divine_Armor,Divine Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24197,S_Hasty_Armor,Hasty Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24216,S_Attack_Armor,Attack Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24219,S_ColdBolt_Armor,Cold Bolt Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24220,S_FireBolt_Armor,Fire Bolt Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24221,S_LightingBolt_Armor,Lightning Bolt Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24222,S_EarthSpike_Armor,Earth Spike Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24242,S_Caster_Armor,Caster Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24245,S_Reload_Armor,Reload Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24269,S_Knight_Armor,Knight Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24270,S_Crusader_Armor,Crusader Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24271,S_Blacksmith_Armor,Blacksmith Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24272,S_Alchemist_Armor,Alchemist Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24273,S_Priest_Armor,Priest Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24274,S_Monk_Armor,Monk Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24275,S_Assassin_Armor,Assassin Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24276,S_Rogue_Armor,Rogue Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24277,S_Wizard_Armor,Wizard Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24278,S_Sage_Armor,Sage Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24279,S_Hunter_Armor,Hunter Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24280,S_Bard_Armor,Bard Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24281,S_Dancer_Armor,Dancer Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24325,S2_Malicious_Armor,Malicious Shadow Armor II,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24326,S_Sigrun_Armor,Sigrun Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24330,S2_Caster_Armor,Caster Shadow Armor II,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24331,S2_Reload_Armor,Reload Shadow Armor II,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24334,S_MagicCompose_Armor,Magic Compose Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24337,S2_Bearers_Armor,Bearer's Shadow Armor II,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24344,S_Blitz_Armor,Blitz Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24347,S_M_ExeHoly_Armor,Magic Executioner Holy Water Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24348,S_M_ExoCorrupt_Armor,Magic Exorcist Corrupted Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24349,S_M_DragonVib_Armor,Magic Vibration Dragon Killer Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24350,S_M_SciHunting_Armor,Magic Scissor Hunting Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24351,S_M_FishInsect_Armor,Magic Fishing Insect Net Shadow Armor,Shadowgear,300000,PASS
General,General shadows,Shadow Armor,24352,S2_Plasterer's_Armor,Plasterer's Shadow Armor II,Shadowgear,300000,PASS
